turbine_id,day,source_records,valid_wind_records,valid_power_records,mean_wind_speed,mean_active_power,underperformance_share,turbine_x,turbine_y,manual_inspection_only,allowed_action,data_nature
5,2,144,144,144,5.7631944,508.82819,0,3355.342,7841.20175,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
5,3,144,144,144,10.623264,1178.4222,0,3355.342,7841.20175,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
5,4,144,144,144,9.39125,768.85271,0,3355.342,7841.20175,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
5,5,144,144,144,9.2879167,577.81486,0,3355.342,7841.20175,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
5,6,144,143,143,4.2046154,275.15217,0,3355.342,7841.20175,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
5,7,144,144,144,2.979375,84.522639,0,3355.342,7841.20175,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
6,1,144,143,143,8.4938462,605.1421,0,3329.4284,8340.79769,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
6,2,144,144,144,6.1686111,475.24688,0,3329.4284,8340.79769,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
6,3,144,144,144,11.381597,1022.6906,0,3329.4284,8340.79769,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
6,4,144,144,144,10.056736,686.92993,0,3329.4284,8340.79769,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
6,5,144,144,144,10.080556,658.34618,0,3329.4284,8340.79769,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
6,6,144,144,144,4.5018056,268.01722,0,3329.4284,8340.79769,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
6,7,144,144,144,3.2534028,94.197431,0,3329.4284,8340.79769,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
7,1,144,143,143,8.7921678,579.36203,1,3360.5473,8816.23834,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
7,2,144,142,142,6.4378873,443.77986,1,3360.5473,8816.23834,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
7,3,144,144,144,11.596667,1140.758,1,3360.5473,8816.23834,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
7,4,144,144,144,10.373125,735.04451,1,3360.5473,8816.23834,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
7,5,144,144,144,10.339028,696.75111,1,3360.5473,8816.23834,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
7,6,144,144,144,4.731875,250.32181,1,3360.5473,8816.23834,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
7,7,144,143,143,3.4093706,90.366573,1,3360.5473,8816.23834,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
8,1,144,143,143,8.7553846,541.08154,1,3360.2992,9265.21442,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
8,2,144,144,144,6.2690972,457.39243,1,3360.2992,9265.21442,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
8,3,144,144,144,11.537014,965.07368,1,3360.2992,9265.21442,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
8,4,144,144,144,10.445694,740.77056,1,3360.2992,9265.21442,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
8,5,144,144,144,10.175486,550.17604,1,3360.2992,9265.21442,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
8,6,144,144,144,4.6565278,259.43438,1,3360.2992,9265.21442,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
8,7,144,144,144,3.2627083,88.429653,1,3360.2992,9265.21442,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
9,1,144,143,143,7.9834965,605.36028,0,3359.9419,10696.54549,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
9,2,144,144,144,5.6572917,291.01792,0,3359.9419,10696.54549,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
9,3,144,144,144,10.795139,1161.8902,0,3359.9419,10696.54549,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
9,4,144,144,144,9.6229167,763.11069,0,3359.9419,10696.54549,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
9,5,144,144,144,9.7722917,572.61861,0,3359.9419,10696.54549,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
9,6,144,144,144,4.3754167,279.54125,0,3359.9419,10696.54549,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
9,7,144,144,144,3.2641667,106.37833,0,3359.9419,10696.54549,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
10,1,144,143,143,8.1960839,566.36734,0,3361.2616,11171.77916,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
10,2,144,144,144,5.7202778,431.36153,0,3361.2616,11171.77916,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
10,3,144,144,144,11.230208,1155.7226,0,3361.2616,11171.77916,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
10,4,144,144,144,9.8863889,758.22174,0,3361.2616,11171.77916,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
10,5,144,144,144,9.9901389,569.36188,0,3361.2616,11171.77916,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
10,6,144,144,144,4.4550694,271.1484,0,3361.2616,11171.77916,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
10,7,144,144,144,3.1066667,88.574722,0,3361.2616,11171.77916,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
11,1,144,143,143,7.9318881,586.18608,0,3244.0619,11646.05877,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
11,2,144,144,144,5.4338889,420.71833,0,3244.0619,11646.05877,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
11,3,144,144,144,10.6825,1154.5332,0,3244.0619,11646.05877,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
11,4,144,144,144,9.4329167,754.44375,0,3244.0619,11646.05877,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
11,5,144,144,144,9.5667361,714.52806,0,3244.0619,11646.05877,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
11,6,144,143,143,4.3354545,267.38867,0,3244.0619,11646.05877,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
11,7,144,144,144,2.9136111,80.556181,0,3244.0619,11646.05877,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
12,1,144,143,143,7.7093007,532.47895,0,3286.7788,12121.00426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
12,2,144,144,144,5.1514583,400.11285,0,3286.7788,12121.00426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
12,3,144,144,144,10.417917,1161.1562,0,3286.7788,12121.00426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
12,4,144,144,144,9.2594444,750.39035,0,3286.7788,12121.00426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
12,5,144,144,144,9.4086806,721.02437,0,3286.7788,12121.00426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
12,6,144,144,144,4.2329861,263.67257,0,3286.7788,12121.00426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
12,7,144,144,144,3.2742361,153.51278,0,3286.7788,12121.00426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
13,1,144,142,142,7.7212676,572.6807,0,3326.2552,244.02595,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
13,2,144,144,144,4.80625,355.79194,0,3326.2552,244.02595,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
13,3,144,142,142,10.121127,1137.5709,0,3326.2552,244.02595,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
13,4,144,144,144,8.9659722,338.45028,0,3326.2552,244.02595,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
13,5,144,144,144,9.3111806,0,0,3326.2552,244.02595,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
13,6,144,144,144,4.5200694,0,0,3326.2552,244.02595,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
13,7,144,90,90,3.4885556,0,0,3326.2552,244.02595,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
14,1,144,143,143,8.2775524,531.85909,0,3328.7796,719.04816,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
14,2,144,144,144,5.2672222,363.82917,0,3328.7796,719.04816,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
14,3,144,144,144,11.041806,1138.9712,0,3328.7796,719.04816,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
14,4,144,144,144,9.7499306,728.01993,0,3328.7796,719.04816,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
14,5,144,144,144,9.6992361,541.89354,0,3328.7796,719.04816,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
14,6,144,144,144,4.4345833,255.15653,0,3328.7796,719.04816,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
14,7,144,144,144,3.3249306,143.05326,0,3328.7796,719.04816,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
15,1,144,143,143,7.9769231,554.1707,0,3329.7588,1194.28795,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
15,2,144,144,144,4.9643056,331.52618,0,3329.7588,1194.28795,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
15,3,144,144,144,10.6275,1132.6469,0,3329.7588,1194.28795,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
15,4,144,144,144,9.3051389,701.57639,0,3329.7588,1194.28795,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
15,5,144,144,144,9.3095833,516.19264,0,3329.7588,1194.28795,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
15,6,144,144,144,4.2613889,229.75847,0,3329.7588,1194.28795,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
15,7,144,144,144,3.306875,95.965625,0,3329.7588,1194.28795,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
16,1,144,143,143,7.7396503,514.76203,0,3333.9042,1658.25733,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
16,2,144,144,144,4.5765278,313.93271,0,3333.9042,1658.25733,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
16,3,144,144,144,10.313403,1093.5149,0,3333.9042,1658.25733,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
16,4,144,144,144,8.9222222,669.94986,0,3333.9042,1658.25733,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
16,5,144,144,144,9.3404167,687.07181,0,3333.9042,1658.25733,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
16,6,144,143,143,4.1874126,236.25594,0,3333.9042,1658.25733,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
16,7,144,144,144,3.0429861,94.132847,0,3333.9042,1658.25733,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
17,1,144,143,143,7.3485315,562.34014,0,3334.2558,2140.55426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
17,2,144,144,144,4.2798611,300.39139,0,3334.2558,2140.55426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
17,3,144,144,144,9.7910417,1112.2326,0,3334.2558,2140.55426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
17,4,144,143,143,8.587972,899.46301,0,3334.2558,2140.55426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
17,5,144,142,142,8.7967606,674.00296,0,3334.2558,2140.55426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
17,6,144,144,144,3.9649306,223.06062,0,3334.2558,2140.55426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
17,7,144,144,144,3.1978472,100.35583,0,3334.2558,2140.55426,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
18,1,144,143,143,7.8828671,468.55336,0,3336.8477,2615.58831,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
18,2,144,144,144,4.7599306,286.12542,0,3336.8477,2615.58831,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
18,3,144,144,144,10.639444,890.75181,0,3336.8477,2615.58831,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
18,4,144,143,143,9.4232867,640.02566,0,3336.8477,2615.58831,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
18,5,144,144,144,9.5598611,502.77451,0,3336.8477,2615.58831,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
18,6,144,144,144,4.2754861,211.13187,0,3336.8477,2615.58831,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
18,7,144,144,144,3.3297917,110.94194,0,3336.8477,2615.58831,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
19,1,144,143,143,7.253986,560.99049,0,3338.8861,3090.44941,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
19,2,144,144,144,4.2989583,293.4725,0,3338.8861,3090.44941,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
19,3,144,144,144,9.8888889,1086.0343,0,3338.8861,3090.44941,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
19,4,144,144,144,8.5847917,534.23333,0,3338.8861,3090.44941,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
19,5,144,144,144,8.9331944,691.48688,0,3338.8861,3090.44941,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
19,6,144,144,144,3.7836806,205.61958,0,3338.8861,3090.44941,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
19,7,144,144,144,3.0800694,108.40563,0,3338.8861,3090.44941,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
20,1,144,143,143,7.258951,460.27483,0,3361.0339,3566.91886,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
20,2,144,144,144,4.4073611,281.42681,0,3361.0339,3566.91886,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
20,3,144,144,144,9.7138194,882.28743,0,3361.0339,3566.91886,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
20,4,144,144,144,8.6802083,635.07076,0,3361.0339,3566.91886,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
20,5,144,144,144,8.9565278,508.9009,0,3361.0339,3566.91886,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
20,6,144,144,144,3.8946528,192.91917,0,3361.0339,3566.91886,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
20,7,144,144,144,3.194375,120.08229,0,3361.0339,3566.91886,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
21,1,144,143,143,7.2691608,432.37399,0,3249.0218,4043.58605,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
21,2,144,144,144,4.4472222,278.74021,0,3249.0218,4043.58605,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
21,3,144,144,144,10.200833,858.07847,0,3249.0218,4043.58605,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
21,4,144,144,144,9.0149306,642.22847,0,3249.0218,4043.58605,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
21,5,144,144,144,9.3536111,484.93757,0,3249.0218,4043.58605,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
21,6,144,144,144,4.050625,197.53215,0,3249.0218,4043.58605,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
21,7,144,144,144,3.3513889,106.35722,0,3249.0218,4043.58605,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
22,1,144,143,143,7.7734266,584.00853,0,3250.8602,4519.34673,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
22,2,144,144,144,5.735625,480.71194,0,3250.8602,4519.34673,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
22,3,144,144,144,10.566806,1150.0751,0,3250.8602,4519.34673,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
22,4,144,144,144,9.4931944,750.63111,0,3250.8602,4519.34673,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
22,5,144,144,144,9.5182639,598.67229,0,3250.8602,4519.34673,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
22,6,144,144,144,4.3963889,279.62764,0,3250.8602,4519.34673,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
22,7,144,144,144,3.0143056,87.110417,0,3250.8602,4519.34673,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
23,1,144,143,143,7.9240559,535.20119,0,3346.8376,4989.86182,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
23,2,144,144,144,5.8428472,476.91993,0,3346.8376,4989.86182,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
23,3,144,144,144,11.112083,1126.3426,0,3346.8376,4989.86182,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
23,4,144,143,143,9.8142657,744.85979,0,3346.8376,4989.86182,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
23,5,144,143,143,9.8788112,699.80448,0,3346.8376,4989.86182,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
23,6,144,144,144,4.3672222,270.66847,0,3346.8376,4989.86182,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
23,7,144,144,144,3.0590278,93.402639,0,3346.8376,4989.86182,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
24,1,144,143,143,7.6196503,489.17266,0,3322.2136,5465.8856,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
24,2,144,144,144,5.5397917,379.77951,0,3322.2136,5465.8856,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
24,3,144,144,144,10.559583,1077.2308,0,3322.2136,5465.8856,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
24,4,144,144,144,9.3934028,660.32542,0,3322.2136,5465.8856,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
24,5,144,144,144,9.4764583,474.66458,0,3322.2136,5465.8856,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
24,6,144,144,144,4.2283333,203.69368,0,3322.2136,5465.8856,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
24,7,144,144,144,2.9357639,59.691944,0,3322.2136,5465.8856,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
25,1,144,143,143,7.8118182,570.53021,0,4260.8151,5699.75016,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
25,2,144,144,144,5.4790972,466.37208,0,4260.8151,5699.75016,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
25,3,144,144,144,9.9148611,1129.6903,0,4260.8151,5699.75016,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
25,4,144,144,144,8.9553472,979.35208,0,4260.8151,5699.75016,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
25,5,144,144,144,9.0673611,699.47021,0,4260.8151,5699.75016,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
25,6,144,144,144,4.0145139,267.54222,0,4260.8151,5699.75016,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
25,7,144,144,144,2.7559722,82.924306,0,4260.8151,5699.75016,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
26,1,144,143,143,7.9455245,586.90126,0,4328.53,6171.98539,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
26,2,144,144,144,5.736875,464.32021,0,4328.53,6171.98539,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
26,3,144,143,143,10.92014,1132.2179,0,4328.53,6171.98539,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
26,4,144,144,144,9.6240972,767.57861,0,4328.53,6171.98539,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
26,5,144,144,144,9.9428472,718.23604,0,4328.53,6171.98539,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
26,6,144,144,144,4.4533333,280.80931,0,4328.53,6171.98539,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
26,7,144,144,144,3.0025,74.07375,0,4328.53,6171.98539,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
27,1,144,143,143,7.8518182,561.68657,0,4331.9147,6650.66702,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
27,2,144,144,144,5.5464583,423.90681,0,4331.9147,6650.66702,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
27,3,144,144,144,11.572639,1100.0188,0,4331.9147,6650.66702,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
27,4,144,144,144,10.363542,827.95403,0,4331.9147,6650.66702,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
27,5,144,144,144,10.472639,534.7566,0,4331.9147,6650.66702,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
27,6,144,144,144,4.5568056,243.68208,0,4331.9147,6650.66702,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
27,7,144,144,144,3.1920139,79.704306,0,4331.9147,6650.66702,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
28,1,144,143,143,8.0015385,512.91413,0,4373.2043,7122.6401,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
28,2,144,144,144,5.6282639,402.21069,0,4373.2043,7122.6401,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
28,3,144,144,144,10.877153,1113.3172,0,4373.2043,7122.6401,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
28,4,144,144,144,9.5734028,733.12021,0,4373.2043,7122.6401,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
28,5,144,144,144,9.5636806,531.35903,0,4373.2043,7122.6401,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
28,6,144,144,144,4.3915972,237.93847,0,4373.2043,7122.6401,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
28,7,144,144,144,3.0230556,104.04556,0,4373.2043,7122.6401,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
29,1,144,143,143,7.9713986,563.2072,0,4267.1024,7597.96708,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
29,2,144,144,144,5.500625,385.34736,0,4267.1024,7597.96708,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
29,3,144,144,144,10.753125,1097.6201,0,4267.1024,7597.96708,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
29,4,144,144,144,9.5863889,911.20611,0,4267.1024,7597.96708,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
29,5,144,144,144,9.7222222,531.60951,0,4267.1024,7597.96708,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
29,6,144,144,144,4.2840278,232.53632,0,4267.1024,7597.96708,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
29,7,144,144,144,3.1295833,121.09076,0,4267.1024,7597.96708,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
30,1,144,143,143,7.3125874,461.76538,0,4333.9194,8075.09406,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
30,2,144,144,144,4.9478472,289.79889,0,4333.9194,8075.09406,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
30,3,144,143,143,10.159441,1023.675,0,4333.9194,8075.09406,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
30,4,144,144,144,9.0088194,611.83736,0,4333.9194,8075.09406,True,adjust_inspection_priority,public-derived-entity-complete-daily-aggregate
