product_id,category_id,store_id,unit_price_cny,units,transaction_time,order_id,transaction_id,state,data_nature
30022232,960000000,CDNL,0.3,1,2018/1/21,20170103CDLG000210052761,B024-TXN-00021,已成交,用户提供的历史交易快照
30008274,911010501,CDNL,27.21,1,2018/1/22,20170103CDLG000210052761,B024-TXN-00022,已成交,用户提供的历史交易快照
30026255,915030104,CDNL,3.32,3,2018/1/23,20170103CDLG000210052762,B024-TXN-00023,已成交,用户提供的历史交易快照
30133582,914050000,CDNL,1.5,1,2018/1/24,20170103CDLG000210052763,B024-TXN-00024,已成交,用户提供的历史交易快照
30133582,914050000,CDNL,1.5,1,2018/1/25,20170103CDLG000210052763,B024-TXN-00025,已成交,用户提供的历史交易快照
30133582,914050000,CDNL,1.5,1,2018/1/26,20170103CDLG000210052763,B024-TXN-00026,已成交,用户提供的历史交易快照
30023041,923000006,CDNL,3.2,1,2018/1/27,20170103CDLG000210052764,B024-TXN-00027,已成交,用户提供的历史交易快照
29989099,922000008,CDNL,1.58,1,2018/1/28,20170103CDLG000210052764,B024-TXN-00028,已成交,用户提供的历史交易快照
29989098,922000001,CDNL,2.8,0,2018/1/29,20170103CDLG000210052765,B024-TXN-00029,已成交,用户提供的历史交易快照
29989077,922000008,CDNL,11.59,1,2018/1/30,20170103CDLG000210052765,B024-TXN-00030,已成交,用户提供的历史交易快照
30096418,912060403,CDNL,19.41,0,2018/1/1,20170103CDLG000210052765,B024-TXN-00031,已成交,用户提供的历史交易快照
30188224,932010109,CDNL,2.5,1,2018/1/1,20170103CDLG000210052765,B024-TXN-00032,已成交,用户提供的历史交易快照
30007658,910020000,CDNL,0.8,1,2018/1/2,20170103CDLG000210052766,B024-TXN-00033,已成交,用户提供的历史交易快照
30056637,910020302,CDNL,2.62,1,2018/1/3,20170103CDLG000210052766,B024-TXN-00034,已成交,用户提供的历史交易快照
30008217,911010300,CDNL,7.52,1,2018/1/4,20170103CDLG000210052767,B024-TXN-00035,已成交,用户提供的历史交易快照
30020052,923000002,CDNL,6.2,1,2018/1/5,20170103CDLG000210052767,B024-TXN-00036,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/6,20170103CDLG000210052767,B024-TXN-00037,已成交,用户提供的历史交易快照
30096418,912060403,CDNL,19.42,2,2018/1/7,20170103CDLG000210052768,B024-TXN-00038,已成交,用户提供的历史交易快照
30165986,914000002,CDNL,9.52,1,2018/1/8,20170103CDLG000210052768,B024-TXN-00039,已成交,用户提供的历史交易快照
30023041,923000006,CDNL,3.2,1,2018/1/9,20170103CDLG000210052769,B024-TXN-00040,已成交,用户提供的历史交易快照
30002974,913020003,CDNL,23.62,1,2018/1/10,20170103CDLG000210052769,B024-TXN-00041,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/11,20170103CDLG000210052770,B024-TXN-00042,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/12,20170103CDLG000210052770,B024-TXN-00043,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/13,20170103CDLG000210052770,B024-TXN-00044,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,2,2018/1/14,20170103CDLG000210052770,B024-TXN-00045,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/15,20170103CDLG000210052771,B024-TXN-00046,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,2,2018/1/16,20170103CDLG000210052771,B024-TXN-00047,已成交,用户提供的历史交易快照
30020145,915030104,CDNL,4.16,3,2018/1/17,20170103CDLG000210052772,B024-TXN-00048,已成交,用户提供的历史交易快照
30020055,923000002,CDNL,9.6,1,2018/1/18,20170103CDLG000210052773,B024-TXN-00049,已成交,用户提供的历史交易快照
29989077,922000008,CDNL,11.61,0,2018/1/19,20170103CDLG000210052773,B024-TXN-00050,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,2,2018/1/20,20170103CDLG000210052773,B024-TXN-00051,已成交,用户提供的历史交易快照
29989143,923000001,CDNL,5.0,2,2018/1/21,20170103CDLG000210052773,B024-TXN-00052,已成交,用户提供的历史交易快照
30006039,915010001,CDNL,11.58,1,2018/1/22,20170103CDLG000210052774,B024-TXN-00053,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,2,2018/1/23,20170103CDLG000210052775,B024-TXN-00054,已成交,用户提供的历史交易快照
29989613,922000005,CDNL,2.8,1,2018/1/24,20170103CDLG000210052776,B024-TXN-00055,已成交,用户提供的历史交易快照
29989156,923000000,CDNL,10.79,1,2018/1/25,20170103CDLG000210052777,B024-TXN-00056,已成交,用户提供的历史交易快照
30020265,923010000,CDNL,29.4,1,2018/1/26,20170103CDLG000210052777,B024-TXN-00057,已成交,用户提供的历史交易快照
30023041,923000006,CDNL,3.2,1,2018/1/27,20170103CDLG000210052777,B024-TXN-00058,已成交,用户提供的历史交易快照
29989081,922000000,CDNL,8.17,0,2018/1/28,20170103CDLG000210052777,B024-TXN-00059,已成交,用户提供的历史交易快照
29989143,923000001,CDNL,5.0,1,2018/1/29,20170103CDLG000210052777,B024-TXN-00060,已成交,用户提供的历史交易快照
30023041,923000006,CDNL,3.2,2,2018/1/30,20170103CDLG000210052778,B024-TXN-00061,已成交,用户提供的历史交易快照
30118305,930040104,CDNL,19.52,1,2018/1/1,20170103CDLG000210052780,B024-TXN-00062,已成交,用户提供的历史交易快照
30199833,930040000,CDNL,9.52,1,2018/1/1,20170103CDLG000210052780,B024-TXN-00063,已成交,用户提供的历史交易快照
30205064,930040200,CDNL,29.52,1,2018/1/2,20170103CDLG000210052780,B024-TXN-00064,已成交,用户提供的历史交易快照
30020693,930040104,CDNL,22.52,1,2018/1/3,20170103CDLG000210052780,B024-TXN-00065,已成交,用户提供的历史交易快照
30020693,930040104,CDNL,22.52,1,2018/1/4,20170103CDLG000210052780,B024-TXN-00066,已成交,用户提供的历史交易快照
30167702,930040000,CDNL,5.52,1,2018/1/5,20170103CDLG000210052780,B024-TXN-00067,已成交,用户提供的历史交易快照
30176919,930040000,CDNL,18.42,1,2018/1/6,20170103CDLG000210052780,B024-TXN-00068,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/7,20170103CDLG000210052780,B024-TXN-00069,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/8,20170103CDLG000210052780,B024-TXN-00070,已成交,用户提供的历史交易快照
30075540,930040200,CDNL,29.52,1,2018/1/9,20170103CDLG000210052780,B024-TXN-00071,已成交,用户提供的历史交易快照
30075540,930040200,CDNL,29.52,1,2018/1/10,20170103CDLG000210052780,B024-TXN-00072,已成交,用户提供的历史交易快照
29989105,922000000,CDNL,2.8,1,2018/1/11,20170103CDLG000210052781,B024-TXN-00073,已成交,用户提供的历史交易快照
29989058,922000001,CDNL,1.98,2,2018/1/12,20170103CDLG000210052781,B024-TXN-00074,已成交,用户提供的历史交易快照
30020249,923000002,CDNL,1.98,1,2018/1/13,20170103CDLG000210052782,B024-TXN-00075,已成交,用户提供的历史交易快照
30023187,922000003,CDNL,3.2,0,2018/1/14,20170103CDLG000210052782,B024-TXN-00076,已成交,用户提供的历史交易快照
30113344,912060303,CDNL,13.43,1,2018/1/15,20170103CDLG000210052782,B024-TXN-00077,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/16,20170103CDLG000210052782,B024-TXN-00078,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/17,20170103CDLG000210052783,B024-TXN-00079,已成交,用户提供的历史交易快照
29989540,924020000,CDNL,11.58,0,2018/1/18,20170103CDLG000210052784,B024-TXN-00080,已成交,用户提供的历史交易快照
29989077,922000008,CDNL,11.58,0,2018/1/19,20170103CDLG000210052784,B024-TXN-00081,已成交,用户提供的历史交易快照
30113344,912060303,CDNL,13.41,1,2018/1/20,20170103CDLG000210052784,B024-TXN-00082,已成交,用户提供的历史交易快照
29989061,922000000,CDNL,5.6,2,2018/1/21,20170103CDLG000210052786,B024-TXN-00083,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/22,20170103CDLG000210052786,B024-TXN-00084,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/23,20170103CDLG000210052786,B024-TXN-00085,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,2,2018/1/24,20170103CDLG000210052786,B024-TXN-00086,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,2,2018/1/25,20170103CDLG000210052786,B024-TXN-00087,已成交,用户提供的历史交易快照
30128249,912020100,CDNL,3.32,1,2018/1/26,20170103CDLG000210052787,B024-TXN-00088,已成交,用户提供的历史交易快照
30128249,912020100,CDNL,3.32,1,2018/1/27,20170103CDLG000210052787,B024-TXN-00089,已成交,用户提供的历史交易快照
30126246,910010500,CDNL,13.62,1,2018/1/28,20170103CDLG000210052787,B024-TXN-00090,已成交,用户提供的历史交易快照
30023177,922000103,CDNL,6.2,0,2018/1/29,20170103CDLG000210052787,B024-TXN-00091,已成交,用户提供的历史交易快照
30126250,910010500,CDNL,13.62,1,2018/1/30,20170103CDLG000210052787,B024-TXN-00092,已成交,用户提供的历史交易快照
30007799,910030000,CDNL,8.62,1,2018/1/1,20170103CDLG000210052787,B024-TXN-00093,已成交,用户提供的历史交易快照
30022232,960000000,CDNL,0.3,1,2018/1/1,20170103CDLG000210052787,B024-TXN-00094,已成交,用户提供的历史交易快照
30017275,911000100,CDNL,13.42,1,2018/1/2,20170103CDLG000210052787,B024-TXN-00095,已成交,用户提供的历史交易快照
30020252,923000002,CDNL,11.6,1,2018/1/3,20170103CDLG000210052787,B024-TXN-00096,已成交,用户提供的历史交易快照
30023197,922000003,CDNL,6.79,0,2018/1/4,20170103CDLG000210052787,B024-TXN-00097,已成交,用户提供的历史交易快照
30156417,912020104,CDNL,8.32,1,2018/1/5,20170103CDLG000210052787,B024-TXN-00098,已成交,用户提供的历史交易快照
30203546,912020104,CDNL,8.32,1,2018/1/6,20170103CDLG000210052787,B024-TXN-00099,已成交,用户提供的历史交易快照
30006263,914100001,CDNL,5.52,1,2018/1/7,20170103CDLG000210052788,B024-TXN-00100,已成交,用户提供的历史交易快照
30006231,914100000,CDNL,5.52,1,2018/1/8,20170103CDLG000210052788,B024-TXN-00101,已成交,用户提供的历史交易快照
30119171,915030306,CDNL,10.62,1,2018/1/9,20170103CDLG000210052788,B024-TXN-00102,已成交,用户提供的历史交易快照
29989540,924020000,CDNL,11.6,0,2018/1/10,20170103CDLG000210052789,B024-TXN-00103,已成交,用户提供的历史交易快照
30023192,922000000,CDNL,9.62,0,2018/1/11,20170103CDLG000210052789,B024-TXN-00104,已成交,用户提供的历史交易快照
30023195,922000001,CDNL,1.98,0,2018/1/12,20170103CDLG000210052789,B024-TXN-00105,已成交,用户提供的历史交易快照
30012622,912030001,CDNL,3.32,1,2018/1/13,20170103CDLG000210052789,B024-TXN-00106,已成交,用户提供的历史交易快照
30006206,915000003,CDNL,25.22,0,2018/1/14,20170103CDLG000210052790,B024-TXN-00107,已成交,用户提供的历史交易快照
30031870,915030401,CDNL,6.58,1,2018/1/15,20170103CDLG000210052790,B024-TXN-00108,已成交,用户提供的历史交易快照
30031870,915030401,CDNL,6.58,3,2018/1/16,20170103CDLG000210052791,B024-TXN-00109,已成交,用户提供的历史交易快照
30120695,914110004,CDNL,6.12,1,2018/1/17,20170103CDLG000210052792,B024-TXN-00110,已成交,用户提供的历史交易快照
30200518,922000000,CDNL,19.62,0,2018/1/18,20170103CDLG000210052792,B024-TXN-00111,已成交,用户提供的历史交易快照
29989152,923000001,CDNL,5.6,1,2018/1/19,20170103CDLG000210052792,B024-TXN-00112,已成交,用户提供的历史交易快照
29989153,923000006,CDNL,7.6,1,2018/1/20,20170103CDLG000210052792,B024-TXN-00113,已成交,用户提供的历史交易快照
30022232,960000000,CDNL,0.3,1,2018/1/21,20170103CDLG000210052792,B024-TXN-00114,已成交,用户提供的历史交易快照
30002234,912060006,CDNL,19.22,0,2018/1/22,20170103CDLG000210052792,B024-TXN-00115,已成交,用户提供的历史交易快照
30002263,912060008,CDNL,26.78,0,2018/1/23,20170103CDLG000210052792,B024-TXN-00116,已成交,用户提供的历史交易快照
30040629,922000005,CDNL,15.6,0,2018/1/24,20170103CDLG000210052792,B024-TXN-00117,已成交,用户提供的历史交易快照
30023194,922000008,CDNL,13.59,0,2018/1/25,20170103CDLG000210052793,B024-TXN-00118,已成交,用户提供的历史交易快照
29989105,922000000,CDNL,2.8,1,2018/1/26,20170103CDLG000210052793,B024-TXN-00119,已成交,用户提供的历史交易快照
29989152,923000001,CDNL,5.6,1,2018/1/27,20170103CDLG000210052793,B024-TXN-00120,已成交,用户提供的历史交易快照
30008276,911010501,CDNL,15.41,1,2018/1/28,20170103CDLG000210052793,B024-TXN-00121,已成交,用户提供的历史交易快照
30023175,922000103,CDNL,5.6,1,2018/1/29,20170103CDLG000210052793,B024-TXN-00122,已成交,用户提供的历史交易快照
29989057,922000001,CDNL,2.38,0,2018/1/30,20170103CDLG000210052793,B024-TXN-00123,已成交,用户提供的历史交易快照
29989073,922000002,CDNL,4.8,1,2018/1/1,20170103CDLG000210052793,B024-TXN-00124,已成交,用户提供的历史交易快照
30022232,960000000,CDNL,0.3,1,2018/1/1,20170103CDLG000210052793,B024-TXN-00125,已成交,用户提供的历史交易快照
30203637,923000006,CDNL,3.2,1,2018/1/2,20170103CDLG000210052793,B024-TXN-00126,已成交,用户提供的历史交易快照
29989084,922000000,CDNL,13.57,0,2018/1/3,20170103CDLG000210052793,B024-TXN-00127,已成交,用户提供的历史交易快照
29989091,922000000,CDNL,4.2,1,2018/1/4,20170103CDLG000210052793,B024-TXN-00128,已成交,用户提供的历史交易快照
30020249,923000002,CDNL,1.98,1,2018/1/5,20170103CDLG000210052794,B024-TXN-00129,已成交,用户提供的历史交易快照
30184351,915000106,CDNL,15.57,1,2018/1/6,20170103CDLG000210052794,B024-TXN-00130,已成交,用户提供的历史交易快照
29989072,922000002,CDNL,0.78,2,2018/1/7,20170103CDLG000210052795,B024-TXN-00131,已成交,用户提供的历史交易快照
29989072,922000002,CDNL,0.78,1,2018/1/8,20170103CDLG000210052795,B024-TXN-00132,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/9,20170103CDLG000210052795,B024-TXN-00133,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,2,2018/1/10,20170103CDLG000210052795,B024-TXN-00134,已成交,用户提供的历史交易快照
29989072,922000002,CDNL,0.78,1,2018/1/11,20170103CDLG000210052796,B024-TXN-00135,已成交,用户提供的历史交易快照
30006325,915030301,CDNL,6.78,1,2018/1/12,20170103CDLG000210052796,B024-TXN-00136,已成交,用户提供的历史交易快照
29989058,922000001,CDNL,1.98,2,2018/1/13,20170103CDLG000210052796,B024-TXN-00137,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/14,20170103CDLG000210052796,B024-TXN-00138,已成交,用户提供的历史交易快照
30006214,914110003,CDNL,1.9,5,2018/1/15,20170103CDLG000210052796,B024-TXN-00139,已成交,用户提供的历史交易快照
30026352,920000202,CDNL,5.22,0,2018/1/16,20170103CDLG000210052797,B024-TXN-00140,已成交,用户提供的历史交易快照
30023041,923000006,CDNL,3.2,1,2018/1/17,20170103CDLG000210052797,B024-TXN-00141,已成交,用户提供的历史交易快照
29989073,922000002,CDNL,4.8,0,2018/1/18,20170103CDLG000210052797,B024-TXN-00142,已成交,用户提供的历史交易快照
30006309,915000103,CDNL,4.78,0,2018/1/19,20170103CDLG000210052797,B024-TXN-00143,已成交,用户提供的历史交易快照
30020137,915030102,CDNL,5.58,2,2018/1/20,20170103CDLG000210052798,B024-TXN-00144,已成交,用户提供的历史交易快照
30023192,922000000,CDNL,9.62,0,2018/1/21,20170103CDLG000210052799,B024-TXN-00145,已成交,用户提供的历史交易快照
29989073,922000002,CDNL,4.8,0,2018/1/22,20170103CDLG000210052799,B024-TXN-00146,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/23,20170103CDLG000210052799,B024-TXN-00147,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/24,20170103CDLG000210052799,B024-TXN-00148,已成交,用户提供的历史交易快照
29989082,922000000,CDNL,8.78,0,2018/1/25,20170103CDLG000210052799,B024-TXN-00149,已成交,用户提供的历史交易快照
30023041,923000006,CDNL,3.2,1,2018/1/26,20170103CDLG000210052800,B024-TXN-00150,已成交,用户提供的历史交易快照
29989143,923000001,CDNL,5.0,2,2018/1/27,20170103CDLG000210052800,B024-TXN-00151,已成交,用户提供的历史交易快照
30139244,930020502,CDNL,14.52,1,2018/1/28,20170103CDLG000210052801,B024-TXN-00152,已成交,用户提供的历史交易快照
29989105,922000000,CDNL,2.8,1,2018/1/29,20170103CDLG000210052802,B024-TXN-00153,已成交,用户提供的历史交易快照
29989105,922000000,CDNL,2.8,1,2018/1/30,20170103CDLG000210052802,B024-TXN-00154,已成交,用户提供的历史交易快照
29989105,922000000,CDNL,2.8,2,2018/1/1,20170103CDLG000210052802,B024-TXN-00155,已成交,用户提供的历史交易快照
29989058,922000001,CDNL,1.98,2,2018/1/1,20170103CDLG000210052802,B024-TXN-00156,已成交,用户提供的历史交易快照
29989058,922000001,CDNL,1.98,2,2018/1/2,20170103CDLG000210052802,B024-TXN-00157,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/3,20170103CDLG000210052802,B024-TXN-00158,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/4,20170103CDLG000210052802,B024-TXN-00159,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,2,2018/1/5,20170103CDLG000210052802,B024-TXN-00160,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,2,2018/1/6,20170103CDLG000210052802,B024-TXN-00161,已成交,用户提供的历史交易快照
30023041,923000006,CDNL,3.2,1,2018/1/7,20170103CDLG000210052803,B024-TXN-00162,已成交,用户提供的历史交易快照
30064703,914000001,CDNL,9.52,1,2018/1/8,20170103CDLG000210052803,B024-TXN-00163,已成交,用户提供的历史交易快照
30070919,914000003,CDNL,15.52,1,2018/1/9,20170103CDLG000210052803,B024-TXN-00164,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,1.98,1,2018/1/10,20170103CDLG000210052803,B024-TXN-00165,已成交,用户提供的历史交易快照
29989071,922000002,CDNL,3.4,1,2018/1/11,20170103CDLG000210052803,B024-TXN-00166,已成交,用户提供的历史交易快照
29989072,922000002,CDNL,0.78,1,2018/1/12,20170103CDLG000210052804,B024-TXN-00167,已成交,用户提供的历史交易快照
30020249,923000002,CDNL,1.98,1,2018/1/13,20170103CDLG000210052804,B024-TXN-00168,已成交,用户提供的历史交易快照
30113344,912060303,CDNL,13.43,0,2018/1/14,20170103CDLG000210052804,B024-TXN-00169,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,3.98,1,2018/1/15,20170103CDLG000210052805,B024-TXN-00170,已成交,用户提供的历史交易快照
30008948,911000100,CDNL,10.42,1,2018/1/16,20170103CDLG000210052806,B024-TXN-00171,已成交,用户提供的历史交易快照
30122591,912020100,CDNL,4.92,1,2018/1/17,20170103CDLG000210052806,B024-TXN-00172,已成交,用户提供的历史交易快照
30096418,912060403,CDNL,19.41,0,2018/1/18,20170103CDLG000210052806,B024-TXN-00173,已成交,用户提供的历史交易快照
30040959,914050000,CDNL,2.2,2,2018/1/19,20170103CDLG000210052806,B024-TXN-00174,已成交,用户提供的历史交易快照
30059981,911000100,CDNL,10.62,1,2018/1/20,20170103CDLG000210052806,B024-TXN-00175,已成交,用户提供的历史交易快照
30092224,912060303,CDNL,31.21,0,2018/1/21,20170103CDLG000210052806,B024-TXN-00176,已成交,用户提供的历史交易快照
30135343,931060000,CDNL,13.52,1,2018/1/22,20170103CDLG000210052806,B024-TXN-00177,已成交,用户提供的历史交易快照
30007554,910020202,CDNL,2.82,1,2018/1/23,20170103CDLG000210052807,B024-TXN-00178,已成交,用户提供的历史交易快照
30214800,925090000,CDNL,25.46,0,2018/1/24,20170103CDLG000210052808,B024-TXN-00179,已成交,用户提供的历史交易快照
29989077,922000008,CDNL,11.59,0,2018/1/25,20170103CDLG000210052808,B024-TXN-00180,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,3.98,0,2018/1/26,20170103CDLG000210052808,B024-TXN-00181,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,3.98,1,2018/1/27,20170103CDLG000210052808,B024-TXN-00182,已成交,用户提供的历史交易快照
30042756,938030000,CDNL,3.52,2,2018/1/28,20170103CDLG000210052809,B024-TXN-00183,已成交,用户提供的历史交易快照
29989077,922000008,CDNL,11.61,0,2018/1/29,20170103CDLG000210052809,B024-TXN-00184,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,3.98,1,2018/1/30,20170103CDLG000210052809,B024-TXN-00185,已成交,用户提供的历史交易快照
29989059,922000003,CDNL,3.98,1,2018/1/1,20170103CDLG000210052809,B024-TXN-00186,已成交,用户提供的历史交易快照
29989172,923000002,CDNL,9.6,1,2018/1/1,20170103CDLG000210052809,B024-TXN-00187,已成交,用户提供的历史交易快照
29989072,922000002,CDNL,0.78,1,2018/1/1,20170103CDLG000210052810,B024-TXN-00188,已成交,用户提供的历史交易快照
30031936,912060400,CDNL,13.41,1,2018/1/2,20170103CDLG000210052810,B024-TXN-00189,已成交,用户提供的历史交易快照
30102549,930010005,CDNL,7.52,1,2018/1/3,20170103CDLG000210052811,B024-TXN-00190,已成交,用户提供的历史交易快照
30115568,930020001,CDNL,8.52,1,2018/1/4,20170103CDLG000210052811,B024-TXN-00191,已成交,用户提供的历史交易快照
29989172,923000002,CDNL,9.6,1,2018/1/5,20170103CDLG000210052811,B024-TXN-00192,已成交,用户提供的历史交易快照
30005217,914050000,CDNL,1.5,1,2018/1/6,20170103CDLG000210052812,B024-TXN-00193,已成交,用户提供的历史交易快照
30008643,912030500,CDNL,8.82,1,2018/1/7,20170103CDLG000210052812,B024-TXN-00194,已成交,用户提供的历史交易快照
30004013,914050002,CDNL,2.92,1,2018/1/8,20170103CDLG000210052812,B024-TXN-00195,已成交,用户提供的历史交易快照
30051830,910030001,CDNL,5.29,7,2018/1/9,20170103CDLG000210052813,B024-TXN-00196,已成交,用户提供的历史交易快照
30092224,912060303,CDNL,31.24,1,2018/1/10,20170103CDLG000210052813,B024-TXN-00197,已成交,用户提供的历史交易快照
29989157,923000000,CDNL,5.6,1,2018/1/11,20170103CDLG000210052814,B024-TXN-00198,已成交,用户提供的历史交易快照
30020281,923000101,CDNL,9.6,1,2018/1/12,20170103CDLG000210052814,B024-TXN-00199,已成交,用户提供的历史交易快照
30214313,930020502,CDNL,8.52,1,2018/1/13,20170103CDLG000210052816,B024-TXN-00200,已成交,用户提供的历史交易快照
30113909,930020001,CDNL,9.52,1,2018/1/14,20170103CDLG000210052816,B024-TXN-00201,已成交,用户提供的历史交易快照
30096418,912060403,CDNL,19.41,0,2018/1/15,20170103CDLG000210052817,B024-TXN-00202,已成交,用户提供的历史交易快照
30113344,912060303,CDNL,13.4,0,2018/1/16,20170103CDLG000210052817,B024-TXN-00203,已成交,用户提供的历史交易快照
30092224,912060303,CDNL,31.1,0,2018/1/17,20170103CDLG000210052817,B024-TXN-00204,已成交,用户提供的历史交易快照
30020055,923000002,CDNL,9.6,1,2018/1/18,20170103CDLG000210052818,B024-TXN-00205,已成交,用户提供的历史交易快照
30180988,911000100,CDNL,11.62,1,2018/1/19,20170103CDLG000210052818,B024-TXN-00206,已成交,用户提供的历史交易快照
30008229,911010400,CDNL,6.52,1,2018/1/20,20170103CDLG000210052819,B024-TXN-00207,已成交,用户提供的历史交易快照
30008230,911010400,CDNL,6.52,1,2018/1/21,20170103CDLG000210052819,B024-TXN-00208,已成交,用户提供的历史交易快照
30022233,960000000,CDNL,0.2,1,2018/1/22,20170103CDLG000210052820,B024-TXN-00209,已成交,用户提供的历史交易快照
30001975,912030001,CDNL,3.32,1,2018/1/23,20170103CDLG000210052821,B024-TXN-00210,已成交,用户提供的历史交易快照
30001973,912030001,CDNL,3.32,1,2018/1/24,20170103CDLG000210052821,B024-TXN-00211,已成交,用户提供的历史交易快照
30001918,912030007,CDNL,3.32,1,2018/1/25,20170103CDLG000210052821,B024-TXN-00212,已成交,用户提供的历史交易快照
30129510,925090000,CDNL,23.23,1,2018/1/26,20170103CDLG000210052822,B024-TXN-00213,已成交,用户提供的历史交易快照
29989063,922000000,CDNL,6.8,0,2018/1/27,20170103CDLG000210052822,B024-TXN-00214,已成交,用户提供的历史交易快照
29989083,922000000,CDNL,4.2,0,2018/1/28,20170103CDLG000210052822,B024-TXN-00215,已成交,用户提供的历史交易快照
30010587,914070201,CDNL,4.12,1,2018/1/29,20170103CDLG000210052822,B024-TXN-00216,已成交,用户提供的历史交易快照
30020100,915030300,CDNL,12.36,0,2018/1/30,20170103CDLG000210052822,B024-TXN-00217,已成交,用户提供的历史交易快照
