investigation_id,event_id,event_time,province,county,route_id,vehicle_code,container_code,logger_code,temperature_c,reference_profile_type,route_record_status,calibration_status,handoff_status,sample_completeness,offline_minutes,evidence_digest,policy_version,usability_decision_allowed,data_nature
CCI-2026-001,CN-CC-01-011,2026-07-06T08:20:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,8.46,freeze_preventive,complete,valid,missing,1.0,0,fff209b38118704614ab82f0f532a89295e7bf2382b791ed0f974828a4ee7a65,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-012,2026-07-06T08:25:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,8.74,freeze_preventive,complete,valid,missing,1.0,0,7e196b7566a0995bbf43f0547f7c271ce22b53268a6a336996f35d76c612016c,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-013,2026-07-06T08:30:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,9.02,freeze_preventive,complete,valid,missing,1.0,0,8c0c86356eaecd125954150a5359a08cd45822c917710f1c3512fa095ff45cf0,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-014,2026-07-06T08:35:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,9.3,freeze_preventive,complete,valid,missing,1.0,0,163521c2ce0d112dcad8f70ee7c95b6f780bad7d454a5c19574aa7f6e4513876,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-015,2026-07-06T08:40:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,5.48,freeze_preventive,complete,valid,missing,1.0,0,2218f08c232de5dfa497513afbfc050ae5a674655bf75996d5b70c6de63e3f70,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-016,2026-07-06T08:45:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,5.76,freeze_preventive,complete,valid,missing,1.0,0,2cddb956d8168dc39b131be9f725858851ee3e78560b845ad96399f6e3e688dd,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-017,2026-07-06T08:50:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,6.04,freeze_preventive,complete,valid,missing,1.0,0,c99dbb17fb4794fd7956ba1eb41672fcfd02c62e8514c535a9409024e68ea99a,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-018,2026-07-06T08:55:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,6.32,freeze_preventive,complete,valid,missing,1.0,0,426db5805ab69211759ad94503af7e78555e85e313208fd1ed2b9916ca45d3d0,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-019,2026-07-06T09:00:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,4.08,freeze_preventive,complete,valid,missing,1.0,0,8e0706072d25b7627392347fe737b8f4b59169ab5ad66b8f8a011c2ea005d3b8,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-020,2026-07-06T09:05:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,4.36,freeze_preventive,complete,valid,missing,1.0,0,f5b784720d23ff916746a4405fdc1ec42da4154412529fcebb08af3640f09eab,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-021,2026-07-06T09:10:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,4.64,freeze_preventive,complete,valid,missing,1.0,0,17648b5ef030d43018043d93d410b3a5737bc20e2deea09ecaaea6c1541ce401,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-022,2026-07-06T09:15:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,4.92,freeze_preventive,complete,valid,missing,1.0,0,ea83e769beaf46c4d630493450c8a5193eb3b6df0a8f7c583fa1f548894287cb,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-023,2026-07-06T09:20:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,5.2,freeze_preventive,complete,valid,missing,1.0,0,a6fbe0a7918e53f05b91c5f511e498d881c6524c045ef56a81eea9e798f70b9a,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-024,2026-07-06T09:25:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,5.48,freeze_preventive,complete,valid,missing,1.0,0,f0f08ab8b1df9e336619d89594abf20846d7b01221c0d315a4371bdbec16cc0c,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-025,2026-07-06T09:30:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,5.76,freeze_preventive,complete,valid,missing,1.0,0,c7b30a618a7e507843f5df061f77471fe276b3ff12177f48c77741974d883ab6,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-026,2026-07-06T09:35:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,6.04,freeze_preventive,complete,valid,missing,1.0,0,571825e7371f5fe46b6b77d7d9c10732d681d86ed95dcc3dc30a6e2214ff7914,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-027,2026-07-06T09:40:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,6.32,freeze_preventive,complete,valid,missing,1.0,0,9505764d88bec459efa12e57848ddadff01af536ca0adf923350a94842a2a0d1,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-028,2026-07-06T09:45:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,4.08,freeze_preventive,complete,valid,missing,1.0,0,6074a02f07291ef92e5a263524c7258a89685b003e7f321eebe78ea66fc0c12e,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-029,2026-07-06T09:50:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,4.36,freeze_preventive,complete,valid,missing,1.0,0,2947d9f8bec66bdd51205c966b2949f23e1abfe85a8756d2731a3a0e801f2ecf,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-001,CN-CC-01-030,2026-07-06T09:55:00,四川,彭州市,CN-SC-PZ-01,COURSE-VEH-01,COURSE-BOX-01,COURSE-LOGGER-01,4.64,freeze_preventive,complete,valid,missing,1.0,0,c8cbeb279f09cbcae2b3072713bfa0f6cfcbca365d85c258857283700044f460,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-001,2026-07-07T07:30:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.08,standard_carrier,complete,valid,complete,0.97,0,b6b0e81d1360e2e879dd7c6be2abd1894edd681f47b474efdb5c0947bf44a2b7,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-002,2026-07-07T07:35:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.36,standard_carrier,complete,valid,complete,0.97,0,4042fe772bdc982c7734bbdb9391485042f4db1cd62c5d9d63149ee63a4290cf,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-003,2026-07-07T07:40:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.64,standard_carrier,complete,valid,complete,0.97,0,9fa0de876753e470343605463ac9c2ba063717494f8c0ec7d85aedee226c8a27,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-004,2026-07-07T07:45:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.92,standard_carrier,complete,valid,complete,0.97,0,819f99095f0390ff16efceee77a96560512cac44a04ec0214b3fd7a4b9c9824b,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-005,2026-07-07T07:50:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,5.2,standard_carrier,complete,valid,complete,0.97,0,851322ad0e6f82ccb84e0ab2347fc01ebc4edd8c4a86c3abeb9fc4c02bcadf58,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-006,2026-07-07T07:55:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,5.48,standard_carrier,complete,valid,complete,0.97,0,29afeaf5e135a9e9b2722438bb6d81cd69fd575ed373b2db86acafc1c9b67545,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-007,2026-07-07T08:00:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,5.76,standard_carrier,complete,valid,complete,0.97,0,5dfae9b738c531bb481ee8f91e4dd1da013730bcc1339b498b2df1c867bdc11d,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-008,2026-07-07T08:05:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,6.04,standard_carrier,complete,valid,complete,0.97,0,7afbed606f90fe47bec654c0683caac0b9908a4c4bc131644f229b4472723908,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-009,2026-07-07T08:10:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,6.32,standard_carrier,complete,valid,complete,0.97,0,833d6564159a6439f4ba1109a345c1d9cf3a968f9033a9eca20fa23de8818a37,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-010,2026-07-07T08:15:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.08,standard_carrier,complete,valid,complete,0.97,0,e9a5635b585deb05b4db8113197bfea04e30575b71be783dc91e0da736b0381c,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-011,2026-07-07T08:20:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.36,standard_carrier,complete,valid,complete,0.97,0,d83afb883848e8a98e309da7d1191176a8e025ead7442ca222a3e3754f08af2f,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-012,2026-07-07T08:25:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.64,standard_carrier,complete,valid,complete,0.97,0,ea2559203a7e4461b50180b97e30baa63418d985ccd6fd5b6bf6a77173a836be,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-013,2026-07-07T08:30:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.92,standard_carrier,complete,valid,complete,0.97,0,2f909e6c21447aa3abab99a430a80494cb0a8deff3792d2bf4b19fee24130e20,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-014,2026-07-07T08:35:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,5.2,standard_carrier,complete,valid,complete,0.97,0,172146860783ecd64f2ef9d3c2b2dbd4baaa4610cb22ebfabca7a8ae091b0225,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-015,2026-07-07T08:40:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,5.48,standard_carrier,complete,valid,complete,0.97,0,85465eb8bc34e3050b59d08e0ff8fca212ab22cfd3d40be31f2fbac60b6d65f9,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-016,2026-07-07T08:45:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,5.76,standard_carrier,complete,valid,complete,0.97,0,cd5298f3b58b110e0bf4ef765309fb1316117331383e8eb7aa4d93ec8ff5ad37,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-017,2026-07-07T08:50:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,6.04,standard_carrier,complete,valid,complete,0.97,0,072b6b2546d79d25020f05c159d44a9c9d6c1bc6bc2a0bb9bd9fcad7e33f24b4,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-018,2026-07-07T08:55:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,6.32,standard_carrier,complete,valid,complete,0.97,0,df2934f420814f7ae2f3f7a6af9aac1d479d8515ab071954beb40536c2650184,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-019,2026-07-07T09:00:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.08,standard_carrier,complete,valid,complete,0.97,0,8616f2e0859a0b2bff9fed8e4e024201223b558275b2c64eb83c51bb48a25b53,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-020,2026-07-07T09:05:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.36,standard_carrier,complete,valid,complete,0.97,0,4ee6cdc157fd5d548b012892f1e187eda93883fb79f5498edf5c74a77da7662a,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-021,2026-07-07T09:10:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.64,standard_carrier,complete,valid,complete,0.97,0,0b52f4600e6ee433dee99e199b6e7ca173534ac5a70c13722097541116778267,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-022,2026-07-07T09:15:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.92,standard_carrier,complete,valid,complete,0.97,0,cd063b27a069668e290795a793b4112cd2f84938a0553a6805dc9a02305f939a,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-023,2026-07-07T09:20:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,5.2,standard_carrier,complete,valid,complete,0.97,0,5a9de45b196ac4faf21a8113fe1819671e2318f05d20fb3af0c3938f61902b5e,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-024,2026-07-07T09:25:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,5.48,standard_carrier,complete,valid,complete,0.97,0,bcc28820a1658f401390eb84a6354b6df0a7f471c1e6cbcaecde6ccd6df3b5ee,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-025,2026-07-07T09:30:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,5.76,standard_carrier,complete,valid,complete,0.97,0,5f5f70878355bf5e56a704ce5d92e46f5e71a1df42f2f775cac815058f192cbf,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-026,2026-07-07T09:35:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,6.04,standard_carrier,complete,valid,complete,0.97,0,74fade9ccef194d7714e3eab8ad13548f229a56d6bfcc4ff7b9b426cce679b57,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-027,2026-07-07T09:40:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,6.32,standard_carrier,complete,valid,complete,0.97,0,b008e00c2ccaf0006a072d1983ffe1b320a818a80697f73a5e8c4b93eb9f1a69,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-028,2026-07-07T09:45:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.08,standard_carrier,complete,valid,complete,0.97,0,188ac9185cf43ba3a316d8c845726f7dd9b16378099dd86f8357190f1a753dd8,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-029,2026-07-07T09:50:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.36,standard_carrier,complete,valid,complete,0.97,0,12e8a88ae6629db75b03c6e2e60eaf21342f58f7b683d0bc88b0c5b7ff1b426e,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-002,CN-CC-02-030,2026-07-07T09:55:00,四川,都江堰市,CN-SC-DJY-02,COURSE-VEH-02,COURSE-BOX-02,COURSE-LOGGER-02,4.64,standard_carrier,complete,valid,complete,0.97,0,402b339ca924c3178e186ce84774b3ed6d70f7fe1281223d0faff9be4def02c7,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-003,CN-CC-03-001,2026-07-08T07:30:00,云南,安宁市,CN-YN-AN-03,COURSE-VEH-03,COURSE-BOX-03,COURSE-LOGGER-03,4.08,ambient_context,missing,valid,complete,0.94,0,4c6bc46f17845869a5ccf91f9c1672d4804a32e2f65cf7b880e826f9768e7982,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-003,CN-CC-03-002,2026-07-08T07:35:00,云南,安宁市,CN-YN-AN-03,COURSE-VEH-03,COURSE-BOX-03,COURSE-LOGGER-03,4.36,ambient_context,missing,valid,complete,0.94,0,41f314c4ae4b3f51e6a72832c6b02a0394b90a0f180c2617072f35048935d443,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-003,CN-CC-03-003,2026-07-08T07:40:00,云南,安宁市,CN-YN-AN-03,COURSE-VEH-03,COURSE-BOX-03,COURSE-LOGGER-03,4.64,ambient_context,missing,valid,complete,0.94,0,4bb3aa079ba208fdc8d0d3682ac392f04eb6dcf29c1a84094fdf672acc9d6b67,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-003,CN-CC-03-004,2026-07-08T07:45:00,云南,安宁市,CN-YN-AN-03,COURSE-VEH-03,COURSE-BOX-03,COURSE-LOGGER-03,4.92,ambient_context,missing,valid,complete,0.94,0,5acb80322aad03e0288ec6fd10960a998108fcb1fcc58fbab6e5e7dc3341c85e,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-003,CN-CC-03-005,2026-07-08T07:50:00,云南,安宁市,CN-YN-AN-03,COURSE-VEH-03,COURSE-BOX-03,COURSE-LOGGER-03,5.2,ambient_context,missing,valid,complete,0.94,0,3584a5fee76166cc7d5d3df6a8671d64002aa29db2fb8a11b0a2b6aa5eac80f2,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-003,CN-CC-03-006,2026-07-08T07:55:00,云南,安宁市,CN-YN-AN-03,COURSE-VEH-03,COURSE-BOX-03,COURSE-LOGGER-03,5.48,ambient_context,missing,valid,complete,0.94,0,1428b2b959762ba05e7d24ebd38f3059758f50e9a0f3d6b4ac481f472e7a6a3e,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-003,CN-CC-03-007,2026-07-08T08:00:00,云南,安宁市,CN-YN-AN-03,COURSE-VEH-03,COURSE-BOX-03,COURSE-LOGGER-03,5.76,ambient_context,missing,valid,complete,0.94,0,7c1a308ed6be6fb0f73dccc7c6d77c95896669174928e70f50f9bb15164aed1e,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-003,CN-CC-03-008,2026-07-08T08:05:00,云南,安宁市,CN-YN-AN-03,COURSE-VEH-03,COURSE-BOX-03,COURSE-LOGGER-03,6.04,ambient_context,missing,valid,complete,0.94,0,e45e9b9a92a9f96a401f22b300b6c16d72c04e17c11c188d6d013f71ef70dd46,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
CCI-2026-003,CN-CC-03-009,2026-07-08T08:10:00,云南,安宁市,CN-YN-AN-03,COURSE-VEH-03,COURSE-BOX-03,COURSE-LOGGER-03,6.32,ambient_context,missing,valid,complete,0.94,0,eeec3dd1eb68aee01a4b09d33da6779585f313c3975ad2fd3166901c2b54b16b,COLD-CHAIN-INVESTIGATION-2026.1,False,deterministic-synthetic-cn-operations
