monitor_minute,valid_samples,steam_temperature_mean,steam_temperature_min,steam_temperature_max,steam_temperature_std,temperature_state,consecutive_deviation_minutes,data_completeness,recent_trend,source_interval_is_factory_limit,automatic_control_allowed,allowed_action,data_nature
2022-03-27 15:14,12,534.6816666666666,533.99,535.38,0.433817037726989,区间内,0,完整,1.3816666666666606,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:15,12,536.1874999999999,535.54,536.83,0.4034667479070473,区间内,0,完整,1.5058333333332712,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:16,12,537.4183333333334,536.93,537.87,0.30764788675078025,区间内,0,完整,1.2308333333335213,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:17,12,538.2,537.97,538.39,0.14112642086677013,区间内,0,完整,0.7816666666666379,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:18,12,538.4908333333334,538.39,538.62,0.0668902500784367,区间内,0,完整,0.29083333333335304,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:19,12,538.6483333333332,538.62,538.66,0.008975274678549345,区间内,0,完整,0.1574999999997999,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:20,12,538.7275000000001,538.66,538.79,0.03269174207654488,区间内,0,完整,0.07916666666687888,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:21,12,538.6975000000001,538.64,538.73,0.033447720400673946,区间内,0,完整,-0.029999999999972715,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:22,12,538.5725000000001,538.51,538.64,0.04866980583483191,区间内,0,完整,-0.125,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:23,12,538.3458333333334,538.23,538.45,0.07135104920198584,区间内,0,完整,-0.2266666666666879,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:24,12,538.1125000000001,538,538.23,0.07907011656329223,区间内,0,完整,-0.2333333333333485,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:25,12,537.9308333333332,537.91,538.01,0.03499007795870832,区间内,0,完整,-0.1816666666668425,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:26,12,537.9558333333333,537.9,538.06,0.05090159351358787,区间内,0,完整,0.02500000000009095,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:27,12,538.2624999999999,538.12,538.44,0.11598311658743336,区间内,0,完整,0.30666666666661513,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:28,12,538.7258333333333,538.5,539.01,0.16750414588568022,区间内,0,完整,0.4633333333333667,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:29,12,539.3375,539.07,539.58,0.15875164041147047,区间内,0,完整,0.6116666666666788,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:30,12,539.8033333333334,539.65,539.93,0.0996103519832225,区间内,0,完整,0.46583333333342125,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:31,12,539.9925000000001,539.93,540.1,0.043993370712714974,区间内,0,完整,0.18916666666666515,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:32,12,540.1391666666667,540.03,540.19,0.04499228328898043,区间内,0,完整,0.14666666666664696,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:33,12,540.1850000000001,540.16,540.19,0.011180339887531148,区间内,0,完整,0.04583333333334849,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:34,12,539.9933333333335,539.8,540.16,0.12351338209100259,区间内,0,完整,-0.19166666666660603,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:35,12,539.4841666666665,539.2,539.73,0.1618877354492521,区间内,0,完整,-0.5091666666669425,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:36,12,538.8983333333333,538.61,539.14,0.16767196810705057,区间内,0,完整,-0.5858333333331984,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:37,12,538.2758333333333,537.98,538.58,0.18250380513537715,区间内,0,完整,-0.6225000000000591,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:38,12,537.6916666666665,537.4,537.98,0.17662735411658778,区间内,0,完整,-0.5841666666667606,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:39,12,537.0675,536.81,537.33,0.18079108569469715,区间内,0,完整,-0.6241666666664969,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:40,12,536.5399999999998,536.29,536.78,0.16000000000000072,区间内,0,完整,-0.5275000000001455,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:41,12,536.0608333333333,535.9,536.26,0.11071422171016558,区间内,0,完整,-0.4791666666665151,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:42,12,535.8199999999999,535.78,535.9,0.03741657386775602,区间内,0,完整,-0.2408333333333985,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:43,12,535.7091666666666,535.68,535.75,0.034510465401439094,区间内,0,完整,-0.11083333333328937,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:44,12,535.6975,535.68,535.75,0.03031088913247701,区间内,0,完整,-0.011666666666656056,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:45,12,535.7158333333333,535.68,535.75,0.03426814199160518,区间内,0,完整,0.01833333333331666,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:46,12,535.8633333333332,535.78,535.98,0.06046119049072597,区间内,0,完整,0.1474999999999227,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:47,12,536.1516666666666,535.98,536.37,0.1256870010073403,区间内,0,完整,0.28833333333341216,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:48,12,536.6466666666666,536.43,536.82,0.13374935098493856,区间内,0,完整,0.49500000000000455,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:49,12,537.0641666666667,536.89,537.25,0.10602345128423803,区间内,0,完整,0.4175000000000182,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:50,12,537.3849999999999,537.32,537.48,0.05979130371548272,区间内,0,完整,0.32083333333321207,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:51,12,537.59,537.48,537.64,0.04999999999999432,区间内,0,完整,0.20500000000015461,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:52,12,537.5908333333333,537.48,537.64,0.058517566213525156,区间内,0,完整,0.000833333333275732,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:53,12,537.3000000000001,537.06,537.48,0.12449899597988595,区间内,0,完整,-0.29083333333323935,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:54,12,536.735,536.44,537.02,0.18513508581572874,区间内,0,完整,-0.5650000000000546,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:55,12,535.9866666666667,535.62,536.31,0.2148384405909533,区间内,0,完整,-0.7483333333333348,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:56,12,535.2099999999999,534.82,535.56,0.23762715894161235,区间内,0,完整,-0.7766666666667561,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:57,12,534.4325,534.14,534.75,0.20845163307907713,区间内,0,完整,-0.7774999999999181,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:58,12,533.8383333333334,533.72,534.01,0.09590214920543987,区间内,0,完整,-0.5941666666666379,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 15:59,12,533.7116666666667,533.69,533.79,0.02823512391013668,区间内,0,完整,-0.12666666666666515,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:00,12,533.9699999999999,533.79,534.15,0.12110601416391154,区间内,0,完整,0.25833333333321207,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:01,12,534.5516666666666,534.22,534.96,0.23561385546884867,区间内,0,完整,0.5816666666667061,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:02,12,535.5233333333334,534.99,536.09,0.3492452178945814,区间内,0,完整,0.9716666666668061,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:03,12,536.7599999999999,536.22,537.32,0.34141860913938754,区间内,0,完整,1.2366666666664514,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:04,12,537.9250000000001,537.35,538.45,0.3442261853297423,区间内,0,完整,1.165000000000191,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:05,12,539.0075,538.58,539.42,0.27913930214141786,区间内,0,完整,1.0824999999999818,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:06,12,539.9016666666666,539.49,540.24,0.2376563812641195,区间内,0,完整,0.8941666666665924,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:07,12,540.4983333333334,540.31,540.67,0.10699169230469455,区间内,0,完整,0.5966666666668061,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:08,12,540.7125,540.67,540.77,0.029474565306379503,区间内,0,完整,0.21416666666652873,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:09,12,540.6058333333333,540.46,540.71,0.08025566785106589,区间内,0,完整,-0.10666666666668334,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:10,12,540.2191666666666,539.97,540.46,0.15408105731149274,区间内,0,完整,-0.38666666666665606,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:11,12,539.7483333333333,539.59,539.94,0.10846146269016303,区间内,0,完整,-0.470833333333303,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:12,12,539.365,539.13,539.52,0.12906716597700668,区间内,0,完整,-0.38333333333332575,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:13,12,538.7833333333333,538.42,539.13,0.2217105219775444,区间内,0,完整,-0.5816666666667061,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:14,12,537.9125,537.45,538.32,0.29180829894528915,区间内,0,完整,-0.8708333333332803,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:15,12,536.8491666666666,536.32,537.35,0.32576725672717965,区间内,0,完整,-1.0633333333333894,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:16,12,535.6258333333334,535.04,536.2,0.3756429673092444,区间内,0,完整,-1.223333333333244,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:17,12,534.3558333333333,533.78,534.94,0.36155816344755215,区间内,0,完整,-1.2700000000000955,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:18,12,533.18,532.66,533.69,0.3268281913585046,区间内,0,完整,-1.175833333333344,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:19,12,532.0825,531.62,532.53,0.2826105978196869,区间内,0,完整,-1.0974999999999682,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:20,12,531.1608333333334,530.81,531.56,0.24914715642679683,区间内,0,完整,-0.9216666666666242,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:21,12,530.3758333333334,530.06,530.68,0.19602118649665995,区间内,0,完整,-0.7849999999999682,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:22,12,529.7908333333334,529.6,530.06,0.14996990438824118,低于来源区间,1,完整,-0.5850000000000364,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:23,12,529.315,529.1,529.53,0.1337597348482059,低于来源区间,2,完整,-0.47583333333329847,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:24,12,528.9958333333335,528.87,529.17,0.0807731734894302,低于来源区间,3,完整,-0.3191666666665469,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:25,12,528.8116666666667,528.71,528.87,0.04930066485916347,低于来源区间,4,完整,-0.18416666666678339,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:26,12,528.665,528.64,528.71,0.032015621187188384,低于来源区间,5,完整,-0.14666666666676065,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:27,12,528.5941666666666,528.55,528.65,0.03796013991309979,低于来源区间,6,完整,-0.07083333333332575,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:28,12,528.535,528.49,528.55,0.02598076211350953,低于来源区间,7,完整,-0.0591666666666697,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:29,12,528.4775,528.42,528.55,0.03699662146738238,低于来源区间,8,完整,-0.05750000000000455,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:30,12,528.3175,528.2,528.42,0.05931905258851972,低于来源区间,9,完整,-0.15999999999996817,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:31,12,528.1125,528.04,528.2,0.06219927652314019,低于来源区间,10,完整,-0.20500000000004093,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:32,12,527.9125,527.85,528.04,0.05847007781762186,低于来源区间,11,完整,-0.1999999999999318,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:33,12,527.9441666666667,527.85,528.08,0.07889426820469754,低于来源区间,12,完整,0.031666666666637866,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:34,12,528.2991666666667,528.15,528.51,0.12744007306268945,低于来源区间,13,完整,0.3550000000000182,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:35,12,528.7916666666666,528.57,529.09,0.17377347962856768,低于来源区间,14,完整,0.49249999999995,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:36,12,529.5241666666667,529.19,529.93,0.23037861349427965,低于来源区间,15,完整,0.7325000000000728,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:37,12,530.3908333333334,529.86,530.86,0.3152369038605055,区间内,0,完整,0.8666666666666742,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:38,12,531.5475,530.96,532.11,0.3534148883866351,区间内,0,完整,1.1566666666666379,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:39,12,532.7166666666667,532.18,533.2,0.3147574021722686,区间内,0,完整,1.1691666666666833,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:40,12,533.7108333333333,533.23,534.15,0.27363169691311173,区间内,0,完整,0.9941666666666151,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:41,12,534.5516666666667,534.22,534.82,0.20655238775887477,区间内,0,完整,0.8408333333334213,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:42,12,535.0875,534.95,535.27,0.11158890327146555,区间内,0,完整,0.5358333333332439,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:43,12,535.4599999999999,535.33,535.56,0.08475454756724622,区间内,0,完整,0.37249999999994543,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:44,12,535.7083333333334,535.62,535.79,0.05225471802195412,区间内,0,完整,0.24833333333344854,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:45,12,535.82,535.79,535.85,0.03000000000002955,区间内,0,完整,0.1116666666666788,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:46,12,535.9083333333334,535.85,535.92,0.02608745973747382,区间内,0,完整,0.08833333333336668,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:47,12,535.9399999999999,535.85,536.02,0.0454606056566261,区间内,0,完整,0.03166666666652418,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:48,12,536.1916666666667,536.02,536.37,0.10714735440296581,区间内,0,完整,0.25166666666677884,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:49,12,536.5816666666665,536.37,536.73,0.12040441114103925,区间内,0,完整,0.389999999999759,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:50,12,536.935,536.8,537.06,0.08431093246626561,区间内,0,完整,0.3533333333334667,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:51,12,537.2058333333333,537.06,537.32,0.07686116632533783,区间内,0,完整,0.27083333333337123,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:52,12,537.4758333333334,537.32,537.65,0.10427993841364747,区间内,0,完整,0.2700000000000955,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:53,12,537.9683333333334,537.72,538.24,0.17549137364047634,区间内,0,完整,0.49249999999995,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:54,12,538.6424999999999,538.37,538.98,0.20216020874544552,区间内,0,完整,0.6741666666665651,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:55,12,539.3925,539.04,539.79,0.24348596811041692,区间内,0,完整,0.7500000000001137,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:56,12,540.3249999999999,539.91,540.74,0.28532145613909415,区间内,0,完整,0.9324999999998909,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:57,12,541.3241666666668,540.87,541.77,0.28461840925858667,区间内,0,完整,0.999166666666838,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:58,12,542.2566666666667,541.83,542.69,0.25833870962147387,区间内,0,完整,0.9324999999998909,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 16:59,12,543.0675,542.72,543.36,0.20248971167279492,区间内,0,完整,0.8108333333333348,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:00,12,543.6974999999999,543.43,543.94,0.15573080406051526,区间内,0,完整,0.6299999999998818,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:01,12,544.085,544,544.17,0.0509084144976711,区间内,0,完整,0.38750000000015916,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:02,12,544.0716666666667,543.94,544.16,0.05727613425812726,区间内,0,完整,-0.013333333333321207,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:03,12,543.6708333333333,543.43,543.94,0.15644265900181797,区间内,0,完整,-0.4008333333333667,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:04,12,542.8966666666666,542.47,543.3,0.2648689403375752,区间内,0,完整,-0.7741666666667015,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:05,12,542.0100000000001,541.6,542.47,0.25967928938084245,区间内,0,完整,-0.8866666666665424,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:06,12,541.1675,540.8,541.54,0.22756409353557716,区间内,0,完整,-0.8425000000000864,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:07,12,540.4666666666667,540.16,540.74,0.1852625764212086,区间内,0,完整,-0.7008333333333212,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:08,12,539.89,539.65,540.16,0.16201851746020526,区间内,0,完整,-0.5766666666667106,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:09,12,539.4433333333333,539.27,539.65,0.12624931242936008,区间内,0,完整,-0.4466666666667152,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:10,12,539.0583333333334,538.89,539.27,0.12012724734862248,区间内,0,完整,-0.3849999999998772,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:11,12,538.6758333333332,538.54,538.83,0.09411503009027179,区间内,0,完整,-0.3825000000001637,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:12,12,538.43,538.32,538.55,0.06570134448141124,区间内,0,完整,-0.24583333333328028,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:13,12,538.2241666666669,538.13,538.32,0.05544642058379736,区间内,0,完整,-0.20583333333308929,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:14,12,537.9774999999998,537.86,538.19,0.10409330750182208,区间内,0,完整,-0.24666666666701076,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:15,12,537.6399999999999,537.56,537.8,0.07989576542805149,区间内,0,完整,-0.33749999999997726,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:16,12,537.3891666666666,537.33,537.5,0.06343741447720293,区间内,0,完整,-0.25083333333327573,False,False,submit_operations_review,public-derived-minute-aggregate
2022-03-27 17:17,12,537.33,537.26,537.36,0.025495097567966748,区间内,0,完整,-0.05916666666655601,False,False,submit_operations_review,public-derived-minute-aggregate
