id,split,review,star,Location#Transportation,Location#Downtown,Location#Easy_to_find,Service#Queue,Service#Hospitality,Service#Parking,Service#Timely,Price#Level,Price#Cost_effective,Price#Discount,Ambience#Decoration,Ambience#Noise,Ambience#Space,Ambience#Sanitary,Food#Portion,Food#Taste,Food#Appearance,Food#Recommend,source_id,data_nature
47027,train,跟着伙伴临时找的地方，位于饭店三楼，一进去感觉很闷，都是经年累积的烟味，见我们人多带我们坐包厢，朋友说太闷了，坐到了禁烟区，说是禁烟，但我无语了，也没有隔间什么的，旁边桌的抽起烟来味道还是漫了过来，实在太臭了让服务员开个空调，都说了很闷很热很不舒服了，还一直在那儿解释天气凉了不开空调，最后要求了才不情愿的开了人多了，要菜单、要刀叉、要茶水，板着脸说一个一个来，谁催着你了，这种态度？！后来朋友怕麻烦自己去拿了，服务员竟大喊不要拿，一会儿给我们送！这点服务质量，跟菜单的价格，没一个匹配的。听人说上岛咖啡在上海很有名的，这会儿我倒是长见识了，去过最差的咖啡厅，没有之一！再也不去了。,1.0,-2,-2,-2,-2,-1,-2,-2,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,DATA-03,public-derived
25622,train,昨天晚上去的，没吃之前还是蛮期待的，去吃了以后，再也不敢去了，叫了很多很多次服务员都不让点菜，无语了！上的菜非常不新鲜，很腥，特别鲍鱼，扇贝等，闻了后没吃。过了将近1个半小时他们店所谓的配好的热菜和冷菜都上齐后，终于可以点菜了，我们就点了10个左右，4个人吃，点完后，将近过了半个小时一个菜都没有上来，催促了十多次，服务员的回答都是：“好的好的，是的是的，知道知道”。怎么会有这样子的店，想打发时间上个网连WIFI都没有，吃日料以来头一次碰到这样的事，心里十分不爽。今后绝不会再吃这家店了。好几分钟过去了，终于来了一个天妇罗乌冬面，可根本没有心情再去吃了！这就是我第一次到这家店的感受，他们的服务态度，他们的菜品，实在不敢恭维！,1.0,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,DATA-03,public-derived
12923,dev,味道不是一般的真垃圾，除了就餐环境可以，其他就无语了。我实话实说，我们去上梅林店消费200多元，被结账被告知只能用一张带金券，要他们微信码才优惠，这就不说了。烤的菜真的太难吃，肉串没有烧烤味道，清淡的很。还是重新加过辣椒的，哪个麻辣牛肉简直是难吃到极点，只有麻，咸的要命，不是人吃的。真怀疑是不是变质的牛肉故意搞这么咸。跟他们服务员反应了，服务员说什么下次提醒一下师傅。烧烤味道此路边摊差远了下次绝不会来第二次了。,1.0,-2,-2,-2,-2,0,-2,-2,0,-2,-1,1,1,1,1,-2,-1,-2,-2,DATA-03,public-derived
5246,train,今天去肯定排队，排到了跟我说烤鸭没有了，然后我们旁边桌点了就有了，好我换。然后餐具等菜上了都没上，好我等，然后等台超过二十五分钟送了个盆栽豆腐啥的，结果给我来了个米糊，跟我说盆栽豆腐没有了。真棒。烤翅12就俩，还不如kfc划算。三杯鸡太甜太油，bbq酱烤排骨没有分刀不好下嘴，而且味道太淡。拌菜图片看的很多但是只有巴掌大，18，我在饭店能点一盆。墨鱼汁炒饭的蛤蜊有沙，饭味道很淡。三杯鸡不如茉莉，排骨不如绿茶，鸡翅不如KFC，排骨不如贵人香，炒饭不如我。负分不过分吧？忘记问了，鸡翅是放在纸上的，纸是什么纸？卫生么？我感觉像再生纸。,1.0,-2,-2,-2,0,-2,-2,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,DATA-03,public-derived
31890,train,真他妈难吃！抱歉我爆粗了，但是真是太他妈难吃了！排队的人都是没地方吃饭了吗？！还是没上过饭店！？没吃过好吃的吗？！还是因为他家便宜？！我勒个擦！那个牛肉半熟的都切不动，切了个口一看里面全是白色的筋，看的我都直恶心，还要给我再烤成全熟，全熟是要把我牙咬烂吗？可想那个肉能吃吗？披萨是刷了多少油？油炸披萨吗？！没见过烤披萨还放油的，拜托专业一点点好吗？所有东西一股子地沟油味，烤鸡腿那个鸡皮全是大肥油。没有一样好吃的，真是有史以来，有史以来啊，吃的最难吃的一家饭店。,1.0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,DATA-03,public-derived
23331,train,我们到店里的时候还没有营业，我们就在里面等。据我观察，店面比较干净，上菜的速度比较快！我们吃饭的时候只有一个男服务员主动过来要为我们服务！非常感谢他热情的服务！！！另外服务员说得那句韩文“欢迎光临”太过生硬，没有起到欢迎的作用，反而把顾客吓了一跳！建议说话的声音要温暖一些！去的时候看过网评，说服务不好，网友的点评是对的！但我看是少了微笑～没有好的面部表情！上菜再快～迎宾声再大～也让人觉得不舒服！！！,1.0,-2,-2,-2,-2,0,-2,1,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,DATA-03,public-derived
2659,train,不要去，坑人店。首先说服务，一进包房就有一大波霉味，服务员说都这样，没有好的换，让开空调，说是空调也就这样，开不大。买单时不给用大众点评上的优惠，但大众点评上明明显示可以用，服务员说包间不给用，事先不说，可能服务员也觉得有点过分了，说试营业包间可以88折，结果----七百多的菜一共优惠了15元，说只有炒菜可以优惠，蒸煮汤其他做法的不给优惠，简直无语了！结帐要发票说没有，难道是黑店！！！差点要给工商打电话了，服务员听说要打电话举报，马上就有发票了，刚才还死说没有。再说下菜，这简直差到一定境界了，色香味没有一样，一桌点了十几个菜，竟然没吃出一个好的，难道没有厨师，有的菜做法都不对，我都不知道怎么说了。总之今天上了大当了。,1.0,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-1,-2,-1,-2,-2,DATA-03,public-derived
19581,train,差评。理由：菜品112.5，实付113，问为何多收5毛，收银员答：四舍五入。第一次遇到有四舍五入的说法，感觉饭店有点屌。我没说啥，就发给诸位网友看看。酱油饭挺有特色，3块一晚，味道还行。绍式三鲜难吃到吐，鱼丸腥味重，汤腥味重。其它菜一般。总之，该店招牌挺大，本人点的菜品除酱油饭外味道都一般（其它菜没点，不作评价），个别菜味道极差（绍式三鲜）。在蜂窝等app上给好评的游客，特别是推荐绍式三鲜的朋友，想问一句你们都是什么心态？这么腥，难吃到吐的菜还有网友好评，绝壁是托。最后重要的事情只说一遍，这家饭店结账时喜欢“五入”，结合菜品情况，强烈不建议去。,1.0,-2,-2,-2,-2,-1,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,DATA-03,public-derived
17229,train,大家不要看这家店有很多好评，其实都是玉婉儿麻辣烧烤的老板娘自己评论的！说实话东西真的很一般，而且人品都有问题，光从不停的涨价这一点来看，最开始的时候，这家店在一个无人问津的小地方，那个时候老板虽然自我感觉良好，可是东西却不怎么贵。搬到火炬路来了之后就开始耍起大牌，价格由刚开张的时候到后来随着时间的发展不断的涨价，这足以说明老板是个怎么样的人，人心不足蛇吞象，有了一点生意尾巴就翘上天！老板娘更是过于现实的人，也是一毛不拔的铁公鸡，瞎记账，瞎收费，来的人多点得多了，她就万分热情，如果遇到议价的或是点得太少，她就很冷淡，一根火腿肠居然可以买4块，普通的火腿肠，小小的鸡爪可以由5元一对涨到5元一个，中间还反反复复，几根河粉，从8涨到10再到12，外面五块钱都比这家烤得好吃的多，且便宜，经常拿选材来说事，说什么东西都不要看便宜，呵呵真是搞笑，4片黄瓜可以买3块，两片馒头可以买2块，难受良心都被狗吃了吗？老板经常吹捧自己的手艺，说别家都烤的一个味道，一直觉得自己烤的很棒，其实除了多加花椒以外，什么特色都没有，还经常烤老烤咸烤糊，再说嫩一点就没有熟，上次吃牛蛙，腿里面居然还有血，我说不放辣椒他还是放了，说得冠冕堂皇，说给我重新烤，其实就是把上面的辣椒洗了！一个小小的香菇可以卖4.5块！赚黑心钱一定赚疯了，拿着表面的态度来遮掩自己无耻的行为，多说两句老板就不耐烦！所以还是少去得好，我是一个吃了多次的美食家，得出来的结论！这都是实话。少说点我给他赚的钱至少有一两万了，想想都后悔，吃了不健康害自己，还把钱给他赚……,1.0,-2,-2,-2,-2,-1,-2,-2,-1,-1,-2,-2,-2,-2,-1,-2,-1,-2,-2,DATA-03,public-derived
31914,train,真心一般，如果要考虑到这个价位的话，只能差评了！买了4人火锅团购去吃的，结果爸爸吃不惯他家的火锅，执意点了两个菜，味道就不谈了，咸得感觉盐不要钱，最后都没吃几口，最后结账的时候，居然说不能用点评买单，我只是买单没有优惠的川菜部分，居然死活说是优惠不能同享不能买单？我晕，我同享什么优惠了？难道要我吃个川菜单独开一桌，买单的时候才能享受优惠吗？日了了！以后不会再去，服务也很差，这个价位比海底捞贵，服务员还没傣妹积极，完全看不出优势何在？！,1.0,-2,-2,-2,-2,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,DATA-03,public-derived
5955,train,从世博那边赶过来，带着老婆孩子来吃，晚上七点半到的，一楼没有迎宾，在电梯附近坐着的工作人员告诉我去二楼，到了二楼落座，当时只有几桌客人而已，因为前不久来过，所以轻车熟路的准备点菜，服务员告知，套餐已经没有了，哎，才七点半啊，不知道是不是因为套餐卖的便宜所以没有了，那就只能零点吧，随便点了几个菜，结果一会凉菜里的鸡没有了，一会又说肠粉没有了，不是这个没有就是那个没有，当时才七点半啊，闲散的状态，难道不营业了吗？上次来的时候感觉很满意，这次是瞬间降到了极点，老字号，能保存下来并且能经营好不容易啊！,1.0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,DATA-03,public-derived
34798,train,老板说包厢门是因为镇江人素质差所以拆了，我们问温泉蛋是用的什么蛋？服务员说普通的蛋，我们说这不吃出禽流感吗？服务员说，在镇江就这个蛋！我想问老板，镇江人素质这么差，你干嘛选镇江，镇江人钱还是好骗！开自助就要有开自助的量，镇江人民对的起你，你的大金牙大金表，是镇江人赏你的！还有土豪老板，素质是相互的！和气生财，发私信骂脏话的老板不是好老板！镇江人民气度大，不和你计较！你赚你的良心钱！要不然你天天跟防贼似的防着你的衣食父母，这不好！为了你的身心健康吗！,1.0,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,DATA-03,public-derived
31765,train,看游记攻略里推荐的，就过来了，因为带着小朋友，去市场里挑海鲜不方便，就买了178的套餐。服务员说海鲜是她们去市场里现买的，拿过来时候都是套着黑色塑料袋，一个个和你确认做什么口味，这时候感觉还不错。上的第一个菜，基围虾，可惜真的不是基围虾，我们要的椒盐的上来的是白灼的，和她们沟通后拿下去再次加工了……鲍鱼和扇贝都小小的，口味一般，米饭2个没有上，可能是我们没有要求上米饭吧？蟹是三只小小的，不是大家晒图的大螃蟹，难道是因为我们有小朋友不吃辣改为葱姜口味的，蟹的规格也改了？芒果螺也是小小的，口味还好，海胆也不大，仔细翻了下，还是有点海胆肉的不是纯鸡蛋液。整体口味一般，海鲜规格太小了，是不是海南的物价又上升了很多？感觉前两年来的时候第一市场吃海鲜还是蛮有乐趣的。坐在二楼，环境真的不好，地上都是水，带小朋友走路真的是一步步挪的怕滑倒。全程吃饭从上错菜开始就没啥心情了，也没有拍照片了，不知道吃过套餐的是否有相同的经历和感受。应该不会再来了，特别是带着小朋友的。再见，梅姐！,1.0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,-2,-1,-1,0,-2,-2,DATA-03,public-derived
12020,train,同事过生日，大桌没有，我们自己坐的位置拼桌，竟然说不行，说我们占用桌子太多，影响他们做生意，开玩笑，我们又不是不付钱吃饭？ 头一次听说嫌我们人多不接待的，话说，我们也就12个人你就接待不了，你开什么饭店啊？！还开在美罗城，搞笑了，一男一女服务员还说超过15人就不接待了，你们老板也该看看了！最后把我们赶到饭店外面的门口，亚马逊旁边，相当于坐在美罗城大厅吃饭，我也是醉了，热是热的咧，还要赶人家正在吃饭的一桌，人家直接发飙了，好奇怪的逻辑，先不说菜好不好吃，就这样不懂变通迟早完蛋！,1.0,-2,1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,DATA-03,public-derived
18408,train,实在忍不住，要使劲吐槽一下。去的时候不是饭点，人不多，门迎的服务员特别热情，之前也听别人提过，就来尝尝，结果却太糟糕的用餐体验了。戴眼镜的小哥服务态度极差，东西都是丢到桌子上，帮忙烤肉特别不情愿，烤的老死了。肉都烤熟了也不给上蘸料。那个火锅大家还是不要点了。。几片牛肉，一大坨面条，一堆青菜和不干净的金针菇，我用剪刀自己把根剪掉。这一锅一百块，加上小哥煮了一会就没人影了，我和朋友被这家店虐的全无心思吃饭。整体味道的话，人均50的水平，肉质一般，海鲜饼难吃，小菜难吃。这家店真的不推荐。。噢忘记说米肠，炒的酱不错，但是米肠本身不正宗，味道怪怪的。,1.0,-2,-2,-2,-2,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,DATA-03,public-derived
34269,train,经过N次，都被门口的长龙吓到了。这次在点评上取号，算好时间过来，就等了几分钟。我只能说，佩服这家店的营销，菜不实惠又难吃，还天天门口排长龙。\\n1、首先，餐具很脏，油腻腻，还有脏东西粘在上面，开水烫了也就是个心理安慰。\\n2、评价很高的丐帮子排，量也太少了，半盘的花生米真心醉了，味道太一般，很失望。\\n3、口水鸡的酱汁甜咪咪没什么味道，鸡肉的肉质也不细腻。\\n4、鸦片鱼头上来只动了一口就不想吃了。\\n5、敖豆腐，芥蓝，鸭脸还算过的去。\\n人均将近100了，没有团购，优惠券只便宜两三块，各种呵呵，反正不会再来了。,1.0,-2,-2,-2,1,-2,-2,-2,-1,-1,-1,-2,-2,-2,-1,-1,0,-2,-2,DATA-03,public-derived
35343,train,菜偏咸，上菜慢，自助的热菜很少就三个，没什么吃的，必须点单现做，上的很慢。带了小不点，一周五个月，穿着鞋子身高83cm，服务员说穿着鞋子规定超过80要半价，好的，但是，煮的稀饭很稀很咸，宝宝不吃，一份包子三个，分了一个给宝宝，整个晚上娃就吃了一个包子。买单，我说孩子没吃，就一个包子，也非的收钱。他妈的真想骂人，我付钱可以好歹你做个婴儿餐吧，我宝宝一周五，吃的都是要讲究婴儿餐的，你妈的收婴儿的钱给大人的吃的。我心里实在不服，和收银理论无效，可以，付款走人，再也不来，同时身边的朋友也再不推荐，差评差评差差评！我根本是一星都不想给,1.0,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,DATA-03,public-derived
5048,train,今天一起写了好多点评，这家是最让我伤心的，之前去过一方店，感觉不错，吃的跳的，还有赠送，可是到这完全变了！从等位我就不喜欢，门口俩唠嗑的，吧台一堆，就一个阿姨收拾桌子，年轻人忍心吗？让我们等了两个多小时！你们家领导在哪儿？看不到活吗？\\n吃的:上菜速度慢，外面等了俩点，进屋又等半拉点才上！我要的小煲少辣加分虾，可是这个辣……我的胃！一方绝对不这样的！虾也是，纵里寻她千百度！那虾却在……一堆蟹壳处！还有为什么一方送草莓罐头你家没有！米饭我得提一提，一方烫手，你家冰凉咯牙，一个粒是一个粒的！不说了，全是眼泪……\\n服务:之前提过，唠嗑我就不说了，能先给我餐具吗？藕片都来了！馋我吗？而且好像因为中午休息在争吵！这脸色和口气不感恭维！除了点菜来人了！其他时间……不说了！\\n环境:没得说！挺好！舞蹈不错！有活力！服务员都是年轻人，活力是有的，可是不能光顾着玩儿不顾着工作啊！\\n总体:吃一次不想第二次！我愿意坐地铁去一方！同样的店为什么如此差距！,1.0,-2,-2,-2,-1,-1,-2,-1,-2,-2,-2,1,1,1,1,-1,-1,-2,-2,DATA-03,public-derived
35081,train,自从有了“饿了吗”之后一直是在“饿了吗”上寻找公司附近的餐店解决中饭所需，现在“饿了吗”有限时抢购，大家都懂的当然抢购就是因为便宜喽，看见这家店有参加限时抢购活动，单一份黑椒牛排饭才11元，高兴啊，但需要150元起送，特地号召同事们一起凑足金额后，打电话过去本来想询问一些事宜没想到店家来句“你们这里不送！”？？？“不送”，不送为什么会在“饿了吗”上显示我处工作地址附近可选店家内呢？那如果在饿了吗上下单后，店家会送吗？店家来句“下了单可取消的”！！这样的做法实在让人难以接受，既然不搞不起就不要参加限时抢购活动啊。,1.0,-2,-2,-2,-2,0,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,DATA-03,public-derived
18469,train,家人宴请，说这家的料理师是日本人，所以期望很高。品尝过后感觉整体口味较好，唯一美中不足的是虾是冻虾而非鲜虾。1，餐具精美，但没有合理利用，桌上的盛放酱油和芥末的瓶子都是空的，只提供了一个塑料罐装芥末，降低了整体用餐档次。2，服务水平较差，点餐时服务人员不但没有介绍餐品，反而表现的极为不耐烦。当需要一份白金枪时，只用“没有”两字答复，而菜单是有的，再次询问就当作没有听到了。整个用餐过程没有任何礼貌用语，例如请，谢谢等。3，羊排，服务人员直接用手放到了客人餐盘中，所有锡纸包裹，但不符合用餐卫生标准，且依据用餐礼仪，不可直接讲餐食堆放至客人餐盘。4，餐后服务人员让客人填写意见卡，而客人在服务一栏打了差后发现服务人员将意见卡撕毁。,1.0,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,1,-2,-2,DATA-03,public-derived
10701,train,去的杨公堤店，确实不好找。到了还没到开餐的时间就只能坐着等还不给看菜单说要开餐才可以看，等到快到时间了已经进去不少人了不知道怎么加塞进去的，这个世界就是有人好办事你们懂得。点的西湖醋鱼其实我知道肯定不是很好但是到了西湖终归要尝尝的，点了一个小炒还上错了菜，一个没有醋的宋嫂鱼羹，一个甜品。杭州的菜普遍偏甜还放的姜和黄酒北方人可能吃不惯，还有他们喜欢最后勾芡所以吃了一会菜和羹都谢成了水了。以后不会再要西湖醋鱼了又小又坑人！,1.0,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,0,-2,-2,DATA-03,public-derived
6004,train,从和龙去往通化路上在这里吃的午饭 点了三个菜 干锅菜花 酸菜和地三鲜 这家店是到了抚松大众点评上看的 就来了 卫生不敢恭维 坐的餐桌一股臭脚丫味 后来知道为啥了 服务员擦桌子的用的抹布都是洗涤液水 擦的时候甩的哪里都是 甩到棉座椅子上 时间久了能没有味道吗 菜上的也不快 服务跟不上 可能假期服务员少了 菜品总体偏咸 味道还是可以的 买单时候还给多算了 点菜时候问菜花18 结账时候说炒的18干锅20 明明要的小份酸菜 多给算了10元成大份了 大家来吃没啥问题 就是注意买单吧,1.0,1,-2,-2,-2,-1,-2,0,-1,-2,-2,-2,-2,-2,-1,-2,0,-2,-2,DATA-03,public-derived
11337,train,口味是真难吃，而且还少菜，盘子的分量还少，服务员态度实在太差，建议大家不要去，真是不好吃，还不如路边的大排档炒的好吃，而且饭菜有点龇牙，不卫生。坐半天服务员都不理你，老板也不管不问，建议不要去这家吃了，浪费钱，服务不是一般的差劲，实在太垃圾了。服务都只玩手机，不问顾客，太差，而且女服务员和大堂经理长得真不是一般的丑，让人看了都吃不下饭的那种，唉，亏死了，千万不要来吃了，饭菜难吃，服务差，服务员太丑。还把我家小孩吓哭了，长得真是太丑了，还好我家孩子没多说话，女的长得真不是一般吓人！服务不是一般的差。,1.0,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,DATA-03,public-derived
