station_id,date,capacity_mw,source_records,mean_irradiance,mean_air_temperature,mean_power_mw,mean_efficiency_ratio,mean_temperature_derating_pct,curtailment_suspected_share,automatic_control_allowed,allowed_action,data_nature
1,2019-01-20,50,96,255.90625,-4.8229167,10.564124,0.751725,0,0.020833333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-01-21,50,96,266.85417,-5.9895833,10.955473,0.70955459,0,0.03125,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-01-22,50,96,233.83333,-6.4645833,8.7864178,0.70045877,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-01-23,50,96,232.67708,-7.525,9.1444268,0.70278138,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-01-24,50,96,144.30208,-5.1333333,6.231538,0.78968061,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-01-25,50,96,236.26042,-5.590625,9.5032614,0.7284204,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-01-26,50,96,198.91667,-7.2989583,8.2871025,0.7695305,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-01-27,50,96,194.02083,-5.34375,4.9549616,0.54831488,0,0.15625,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-01-28,50,96,72.333333,-3.9041667,3.5873124,1.0031504,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-01-29,50,96,198.20833,-8.4,5.4780866,0.61683212,0,0.11458333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-01-30,50,96,289.83333,-10.421875,12.455198,0.75935537,0,0.020833333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-01-31,50,96,276.01042,-10.564583,11.623616,0.75503362,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-01,50,96,175.61458,-8.7145833,7.5453164,0.82945093,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-02,50,96,153.65625,-6.6833333,5.4346213,0.76004537,0,0.052083333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-03,50,96,193.75,-6.0010417,7.9874684,0.76335739,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-04,50,96,193.72917,-5.4635417,5.2745304,0.58972477,0,0.13541667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-05,50,96,144.15625,-6.1291667,4.9329276,0.68685313,0,0.041666667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-06,50,96,178.70833,-3.396875,3.8263513,0.50915271,0,0.19791667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-07,50,96,228.79167,-4.3447917,4.8936818,0.53590504,0,0.17708333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-08,50,96,234.76042,-6.7479167,9.8017761,0.77942683,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-09,50,96,84.989583,-6.5052083,3.9101776,0.86771484,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-10,50,96,218.15625,-3.9895833,9.0984157,0.78048408,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-11,50,96,233.46875,-3.4395833,9.6051476,0.74894701,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-12,50,96,187.88542,-3.2614583,7.8198663,0.7857504,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-13,50,96,184.21875,-4.55,4.0449666,0.63549238,0,0.15625,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-14,50,96,311.4375,-4.503125,12.471793,0.73201004,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-15,50,96,313.58333,-3.1270833,8.7619359,0.55309872,0,0.125,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-16,50,96,238.44792,-4.84375,9.5317226,0.77653029,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-17,50,96,284.1875,-3.0916667,10.753466,0.69892711,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-18,50,96,301.66667,-0.37916667,12.080444,0.73533366,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-19,50,96,248.44792,-1.15625,9.9085782,0.75777413,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-20,50,96,282.77083,1.5489583,10.80045,0.71908108,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-21,50,96,305.5,3.159375,11.794573,0.72137038,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-22,50,96,220.08333,1.146875,5.4736887,0.56675063,0,0.16666667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-23,50,96,206.20833,1.278125,8.2369602,0.74756297,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-24,50,96,246.40625,0.97291667,9.7108497,0.73511279,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-25,50,96,304.13542,1.5270833,11.861609,0.73076638,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-26,50,96,325.22917,1.8239583,12.597164,0.72856852,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-27,50,96,324.54167,2.340625,12.500334,0.72679182,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-02-28,50,96,313.39583,3.278125,12.097372,0.725908,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-01,50,96,315.375,4.8583333,12.137666,0.72548914,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-02,50,96,316.84375,6.1510417,12.027014,0.70125202,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-03,50,96,314.3125,6.45625,12.226674,0.7258596,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-04,50,96,302.52083,8.8729167,11.734086,0.72344133,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-05,50,96,316.57292,9.4177083,12.410588,0.72656003,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-06,50,96,205.23958,9.05625,8.2890921,0.7610239,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-07,50,96,294.27083,8.128125,11.326132,0.70600177,0,0.020833333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-08,50,96,305.8125,7.1583333,12.171502,0.76243856,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-09,50,96,331.15625,6.05,13.240232,0.76519292,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-10,50,96,310.76042,6.509375,12.659468,0.7820852,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-11,50,96,341.17708,6.9552083,13.868014,0.75693557,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-12,50,96,343.9375,7.709375,9.5679441,0.57908291,0,0.16666667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-13,50,96,301.46875,7.8697917,12.336827,0.78752838,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-14,50,96,345.67708,8.9625,13.955763,0.75923453,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-15,50,96,347.52083,10.504167,13.937793,0.75733905,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-16,50,96,320.60417,10.523958,13.094041,0.77662789,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-17,50,96,301.09375,12.155208,12.054385,0.75048787,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-18,50,96,278.23958,13.25,10.166488,0.7079664,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-19,50,96,259.14583,4.7583333,9.3978699,0.74973829,0,0.020833333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-20,50,96,341.25,4.2104167,14.365525,0.77129787,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-21,50,96,354.4375,5.625,14.831915,0.76566895,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-22,50,96,329.64583,7.7770833,13.291729,0.76506627,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-23,50,96,329.39583,8.5197917,13.530027,0.76050926,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-24,50,96,291.19792,9.7145833,11.838142,0.76267307,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-25,50,96,226.30208,11.048958,8.8173262,0.76642835,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-26,50,96,266.79167,11.769792,7.9884901,0.63972851,0,0.11458333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-27,50,96,344.28125,12.0375,8.9453761,0.55952558,0,0.19791667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-28,50,96,322.78125,11.444792,13.069889,0.77428435,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-29,50,96,353.76042,13.285417,14.225884,0.73758489,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-30,50,96,360.69792,12.390625,12.974074,0.6971927,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-03-31,50,96,360.34375,15.047917,14.529076,0.73635219,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-01,50,96,241.65625,17.935417,9.3240164,0.78124068,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-02,50,96,265.27083,17.654167,10.796055,0.78439793,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-03,50,96,331.90625,19.811458,13.229355,0.74695658,8.3333333e-06,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-04,50,96,340.98958,18.477083,13.689081,0.74504507,6.25e-05,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-05,50,96,269,20.10625,8.3303073,0.63325241,2.9166667e-05,0.083333333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-06,50,96,260.79167,17.95,10.71997,0.77687273,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-07,50,96,102.23958,14.607292,3.8448291,0.7507139,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-08,50,96,324.98958,10.042708,13.111682,0.75518201,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-09,50,96,342.10417,7.6927083,13.023262,0.72919317,0,0.052083333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-10,50,96,361.5,11.423958,14.950349,0.74809514,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-11,50,96,191.875,13.740625,8.4571727,0.85855367,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-12,50,96,253.40625,15.382292,10.345079,0.83228744,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-13,50,96,290.625,17.025,12.233704,0.82612492,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-14,50,96,278.36458,17.242708,9.6269872,0.71557696,0,0.03125,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-15,50,96,349.98958,18.222917,14.257898,0.74044447,2.0833333e-05,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-16,50,96,325.4375,22.930208,12.013984,0.69791364,0.0064291667,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-17,50,96,293.11458,21.714583,11.121289,0.74011824,0.0013416667,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-18,50,96,306.08333,21.073958,12.791253,0.80249339,0.00093333333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-19,50,96,276.97917,22.180208,10.978191,0.75283627,0.0017583333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-20,50,96,316.88542,23.529167,12.41887,0.7221758,0.0069125,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-21,50,96,332.23958,24.480208,11.144977,0.65252461,0.0062583333,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-22,50,96,317.47917,23.6,12.385613,0.71274252,0.0042166667,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-23,50,96,204.91667,18.58125,8.565906,0.81708354,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-24,50,96,346.27083,18.569792,14.206643,0.74922171,0.00035416667,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-25,50,96,312.05208,21.341667,12.49525,0.75045905,0.0026958333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-26,50,96,308.46875,19.267708,10.565438,0.71215685,1.25e-05,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-27,50,96,251.5,17.208333,9.05934,0.73159755,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-28,50,96,234.40625,18.790625,9.3143218,0.77378175,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-29,50,96,345.39583,19.521875,14.017667,0.74843356,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-04-30,50,96,349.625,22.455208,13.26148,0.70258926,0.0020791667,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-01,50,96,281.73958,22.854167,11.440114,0.76621733,0.00405,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-02,50,96,327.1875,22.586458,13.035929,0.74271907,0.0023833333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-03,50,96,318.32292,22.871875,12.972301,0.76346018,0.0028916667,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-04,50,96,314.82292,24.683333,10.642157,0.7058455,0.0053625,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-05,50,96,146.67708,18.015625,6.2995089,0.79653557,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-06,50,96,52.5,12.369792,2.4738013,0.91584964,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-07,50,96,169.875,14.448958,7.4948317,0.83783199,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-08,50,96,159.23958,14.641667,6.5046255,0.88579703,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-09,50,96,272.04167,16.833333,10.938393,0.75531488,0,0.020833333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-10,50,96,241.875,20.384375,7.7605831,0.7129665,7.0833333e-05,0.083333333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-11,50,96,264.91667,15.289583,11.038914,0.75268012,0,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-12,50,96,337.41667,15.296875,13.387445,0.73476011,0,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-13,50,96,311.28125,19.686458,12.087495,0.76091569,0.00045,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-14,50,96,254.69792,18.46875,6.1957574,0.61303228,0,0.19791667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-15,50,96,344.35417,18.704167,11.080175,0.61624152,0.00039583333,0.09375,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-16,50,96,309.90625,19.455208,6.4565262,0.55669026,0.000175,0.25,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-17,50,96,239.5625,14.3,5.9650568,0.58364702,0,0.20833333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-18,50,96,364.15625,13.328125,14.061823,0.67390319,0,0.03125,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-19,50,96,373.34375,17.298958,11.01463,0.58871619,0.00044166667,0.14583333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-20,50,96,329.35417,21.875,12.464166,0.72860349,0.0031708333,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-21,50,96,355.57292,24.797917,13.565968,0.70299235,0.0111125,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-22,50,96,249.19792,27.290625,9.6473254,0.72749292,0.014716667,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-23,50,96,289.5625,27.464583,7.970556,0.6090372,0.012170833,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-24,50,96,301.90625,21.248958,9.7730983,0.67494163,0.00099166667,0.03125,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-25,50,96,369.375,19.601042,14.569408,0.69578293,6.25e-05,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-26,50,96,287.57292,19.997917,10.151409,0.71294665,0.00094166667,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-27,50,96,299.67708,22.4,10.958769,0.67650724,0.0045625,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-28,50,96,304.60417,24.255208,11.096543,0.69401794,0.0059375,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-29,50,96,237.57292,24.636458,9.0298033,0.77253666,0.0043458333,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-30,50,96,295.59375,23.517708,10.772564,0.73059214,0.0037708333,0.041666667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-05-31,50,96,353.80208,24.952083,11.933962,0.62432754,0.010191667,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-01,50,96,355,27.609375,11.382714,0.61888869,0.013408333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-02,50,96,335.44792,27.677083,10.526258,0.65513086,0.014366667,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-03,50,96,162.64583,25.964583,6.1860624,0.72708417,0.0075291667,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-04,50,96,353.97917,27.365625,12.633509,0.66551046,0.013983333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-05,50,96,321.53125,28.040625,12.334814,0.73487042,0.0139,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-06,50,96,314.82292,28.601042,10.838286,0.67269104,0.016145833,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-07,50,96,350.4375,29.655208,12.285114,0.65250279,0.020279167,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-08,50,96,300.47917,27.085417,11.68819,0.74408659,0.0098708333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-09,50,96,227.4375,26.526042,8.8710803,0.76325016,0.0087833333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-10,50,96,274.22917,25.553125,11.183491,0.75465766,0.0082708333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-11,50,96,344.28125,28.5625,10.802016,0.61812828,0.0151875,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-12,50,96,293.67708,28.726042,10.575255,0.71983994,0.015758333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-13,50,96,87.09375,22.283333,3.5474305,0.75037688,0.0022083333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-14,50,96,348.66667,21.808333,10.529205,0.59399234,0.0030833333,0.09375,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-15,50,96,347.4375,25.377083,12.382263,0.64991135,0.0093041667,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-16,50,96,348.15625,28.330208,12.932965,0.65026726,0.01685,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-17,50,96,344.1875,28.915625,8.4054442,0.52468879,0.0171,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-18,50,96,170.92708,27.010417,7.1194689,0.80022032,0.0089666667,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-19,50,96,150.9375,27.09375,5.1093103,0.7227723,0.011420833,0.041666667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-20,50,96,111.77083,28.707292,4.9241505,0.84664046,0.014875,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-21,50,96,221.3125,26.455208,8.5359636,0.77786247,0.0094708333,0.020833333,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-22,50,96,280.09375,29.021875,10.813021,0.71929318,0.01815,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-23,50,96,105.17708,27.467708,4.1327666,0.80124222,0.010541667,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-24,50,96,214.48958,24.630208,7.833206,0.71907161,0.003975,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-25,50,96,331.63542,26.344792,11.896044,0.68862508,0.012133333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-26,50,96,141.11458,25.719792,4.4817027,0.64775594,0.006375,0.072916667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-27,50,96,358.84375,26.1375,13.673861,0.66480505,0.010195833,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-28,50,96,349.5625,28.238542,12.508034,0.64106863,0.016895833,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-29,50,96,356.07292,30.466667,11.700184,0.61046323,0.024075,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-06-30,50,96,354.625,32.508333,13.107244,0.65522875,0.030420833,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-01,50,96,353.16667,33.391667,11.460434,0.62156986,0.033570833,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-02,50,96,290.05208,33.980208,11.159913,0.73708696,0.035920833,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-03,50,96,297.47917,34.616667,9.3119886,0.65757995,0.038466667,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-04,50,96,349.92708,34.121875,11.966567,0.63178078,0.0364875,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-05,50,96,241.52083,31.376042,8.7732929,0.71614488,0.025504167,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-06,50,96,95.5625,27.386458,4.1294082,0.81882605,0.0097916667,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-07,50,96,327.04167,25.497917,11.350796,0.68189002,0.0088083333,0.010416667,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-08,50,96,336.77083,29.55625,12.610278,0.67656373,0.0222375,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-09,50,96,317.16667,31.697917,11.442061,0.68010102,0.026791667,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-10,50,96,331.55208,31.867708,12.487364,0.72259661,0.027470833,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-11,50,96,246.125,30.720833,8.0669886,0.69027674,0.022883333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-12,50,96,141.15625,25.582292,5.8103131,0.8087049,0.0042541667,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-13,50,96,314.66667,28.403125,11.127903,0.69570492,0.015408333,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-14,50,96,340.69792,29.066667,12.808829,0.68215978,0.0183125,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
1,2019-07-15,50,96,297.94792,30.48125,10.73105,0.67879807,0.0222625,0,False,register_operations_review,public-derived-entity-complete-daily-aggregate
