session_id,source_file,observation_label,source_batch_index,source_order,operating_mode,source_samples,cutter_torque_mean,cutter_torque_std,cutter_torque_rms,cutter_torque_abs_peak,cutter_follow_error_mean,cutter_follow_error_std,cutter_follow_error_rms,cutter_follow_error_abs_peak,film_follow_error_mean,film_follow_error_std,film_follow_error_rms,film_follow_error_abs_peak,health_deviation_index,rule_threshold,evidence_coverage,dominant_deviation_signal,rule_review_level,causal_root_cause_allowed,automatic_stop_allowed,automatic_replacement_allowed,allowed_action,data_nature
BD-0028,01-06T161307_027_mode2.csv,01-06,027,28,2,2048,-0.1001409,0.46535981,0.47601255,4.50157976,0.00041687,0.07567277,0.07567392,1.48954296,0.83011681,0.11805965,0.83847003,1.13898408,2.49570911,12,可用,切刀跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0029,01-06T161505_028_mode2.csv,01-06,028,29,2,2048,-0.1557509,0.48956771,0.51374594,4.55577039,0.00077566,0.09021107,0.09021441,1.41817426,0.86453788,0.11917217,0.87271287,1.14364361,1.20266693,12,可用,切刀跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0030,01-06T161647_029_mode2.csv,01-06,029,30,2,2048,-0.10574944,0.4593594,0.47137459,4.30132579,0.0006362,0.07335422,0.07335697,1.30385541,0.87596407,0.11693582,0.88373471,1.17288005,2.86515202,12,可用,切刀跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0031,01-06T161827_030_mode2.csv,01-06,030,31,2,2048,-0.14616928,0.49169902,0.51296529,4.63662815,0.00011043,0.09112366,0.09112372,1.56610012,0.86251226,0.10793644,0.86923971,1.16368031,1.33019381,12,可用,切刀跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0032,01-06T162017_031_mode2.csv,01-06,031,32,2,2048,-0.14014143,0.49392765,0.51342394,4.58483171,0.00071349,0.08926645,0.0892693,1.55279064,0.86249577,0.11810481,0.87054448,1.21297192,1.14436798,12,可用,切刀跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0033,01-06T162156_032_mode2.csv,01-06,032,33,2,2048,-0.12060425,0.50255939,0.51682814,4.58290958,0.00067784,0.0929853,0.09298777,1.47932815,0.87063624,0.11527496,0.87823447,1.16779839,1.09339823,12,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0034,01-06T162354_033_mode2.csv,01-06,033,34,2,2048,-0.17046254,0.4895735,0.51840108,4.69504737,0.00072491,0.09004288,0.0900458,1.46547698,0.8647255,0.11723264,0.87263605,1.15844607,1.1713572,12,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0035,01-06T162627_034_mode2.csv,01-06,034,35,2,2048,-0.1384333,0.50646694,0.52504527,4.48865556,0.00069964,0.08887423,0.08887698,1.44278097,0.86343003,0.11329897,0.87083183,1.17057466,1.05915011,12,可用,切刀跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0036,01-06T162807_035_mode2.csv,01-06,035,36,2,2048,-0.18176823,0.47989351,0.51316417,4.4104247,0.00054713,0.08862077,0.08862246,1.42411422,0.85396812,0.11387039,0.86152656,1.18085062,1.68490504,12,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0037,01-06T162949_036_mode2.csv,01-06,036,37,2,2048,-0.16120826,0.48037888,0.50670698,4.52769994,0.00080634,0.08703656,0.0870403,1.39958715,0.86250233,0.11518902,0.8701602,1.18942081,1.26059183,12,可用,切刀跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0038,01-06T163237_037_mode2.csv,01-06,037,38,2,2048,-0.16821719,0.49274344,0.52066603,4.77610111,0.0004959,0.0917133,0.09171464,1.41417407,0.85232892,0.11471397,0.86001388,1.14196395,1.06936487,12,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0039,01-06T163514_038_mode2.csv,01-06,038,39,2,2048,-0.11284998,0.50300874,0.51551228,4.50575017,-0.0003702,0.08911407,0.08911484,1.41290569,0.86956096,0.11697972,0.87739416,1.15101933,1.44562684,12,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0040,01-06T164931_039_mode2.csv,01-06,039,40,2,2048,-0.14461905,0.50592523,0.52618914,4.61173009,-0.00052967,0.09068514,0.09068669,1.54666042,0.85924025,0.11204736,0.8665151,1.15950191,1.26181254,12,可用,切刀跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0041,01-12T111903_040_mode5.csv,01-12,040,41,5,2048,-0.17319699,0.76885557,0.78812187,6.27487611,0.00078658,0.1619162,0.16191811,1.56298255,0.97288278,0.68412844,1.18934126,2.94785785,1.5840801,12,可用,薄膜跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0042,01-12T112220_041_mode5.csv,01-12,041,42,5,2048,-0.14704826,0.78381613,0.79749039,6.25419425,0.00094147,0.1615729,0.16157564,1.53045654,0.95615937,0.6473638,1.15469504,2.91151189,2.16524598,12,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0043,01-12T112400_042_mode5.csv,01-12,042,43,5,2048,-0.17833474,0.76787442,0.78831111,6.18171691,-0.00096925,0.16450525,0.1645081,1.44280767,0.96033892,0.66510549,1.16816786,2.94405865,1.88646191,12,可用,切刀跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0044,01-12T112645_043_mode5.csv,01-12,043,44,5,2048,-0.18379648,0.77281067,0.79436608,6.21067857,-0.00024605,0.16555614,0.16555632,1.49396133,0.92316068,0.66083369,1.13530912,2.92887115,1.3460757,12,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0045,01-12T113218_044_mode5.csv,01-12,044,45,5,2048,-0.18415807,0.79327923,0.81437469,6.337399,0.00002317,0.17496979,0.17496979,1.46970272,0.9387884,0.65005432,1.1418819,2.95973157,1.99931372,12,可用,切刀跟随误差RMS,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0046,01-12T113552_045_mode5.csv,01-12,045,46,5,2048,-0.16136969,0.77321853,0.78987788,6.26606702,0.00000033,0.16477748,0.16477748,1.57094097,0.9601675,0.67919888,1.17610916,2.95403099,1.26973912,12,可用,薄膜跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0047,01-12T114102_046_mode5.csv,01-12,046,47,5,2048,-0.14890865,0.79319803,0.80705446,6.23770761,0.00106531,0.16399667,0.16400013,1.36868619,0.95368419,0.65290609,1.1557681,2.94079351,2.02520024,12,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0048,01-12T114256_047_mode5.csv,01-12,047,48,5,2048,-0.18538555,0.79739143,0.81865798,6.05619478,0.00039946,0.17614473,0.17614518,1.36950635,0.93978354,0.65051867,1.14296441,2.9093647,2.46221621,12,可用,切刀转矩绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0049,01-12T114619_048_mode5.csv,01-12,048,49,5,2048,-0.18046786,0.7715814,0.79240552,5.76756954,0.0008264,0.16333642,0.16333852,1.33281707,0.93413438,0.6562313,1.14159825,2.94807338,6.64162216,12,可用,切刀转矩绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0050,01-12T114811_049_mode5.csv,01-12,049,50,5,2048,-0.18164001,0.78679467,0.80748929,5.62352371,0.00001103,0.17005486,0.17005486,1.28672599,0.92700095,0.64491054,1.12926541,2.90437769,8.72746191,12,可用,切刀转矩绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0051,01-12T115147_050_mode5.csv,01-12,050,51,5,2048,-0.14018361,0.7884623,0.80082723,6.24630928,0.00108868,0.16098201,0.16098569,1.44044351,0.9498676,0.65773944,1.15536558,2.93610382,2.68200036,12,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0052,01-12T115344_051_mode5.csv,01-12,051,52,5,2048,-0.13915868,0.78646304,0.79867969,6.22516679,0.00078083,0.16179114,0.16179302,1.39909791,0.94403175,0.64368171,1.14259445,2.9570415,2.75915427,12,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0053,01-12T115535_052_mode5.csv,01-12,052,53,5,2048,-0.17620241,0.78376322,0.80332563,5.76724004,-0.00052796,0.16614532,0.16614616,1.44999647,0.91766478,0.66327948,1.13227572,2.9143083,6.64639345,12,可用,切刀转矩绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0054,01-12T115721_053_mode5.csv,01-12,053,54,5,2048,-0.18302799,0.79527013,0.81605994,6.31057977,0.00009688,0.17482375,0.17482378,1.49878025,0.9360864,0.65509946,1.14254674,2.88399171,1.96987912,12,可用,切刀跟随误差RMS,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0055,01-12T115914_054_mode5.csv,01-12,054,55,5,2048,-0.14612451,0.77687604,0.79049905,6.28856563,0.00049958,0.16161922,0.16161999,1.42599487,0.95762758,0.67847358,1.17361705,2.90946769,2.23478402,12,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0056,01-22T113142_055_mode3.csv,01-22,055,56,3,2048,-0.1550237,0.75807078,0.77375943,6.08281707,-0.00092625,0.17400398,0.17400644,1.5859518,0.90860109,0.40388389,0.99432295,1.92907333,2.03198618,3.51416998,可用,切刀跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0057,01-22T113413_056_mode3.csv,01-22,056,57,3,2048,-0.14347823,0.73869196,0.75249705,6.0672264,-0.00031069,0.16677483,0.16677512,1.59425735,0.90541636,0.40361975,0.99130605,1.95569908,0.884006,3.51416998,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0058,01-22T113853_057_mode3.csv,01-22,057,58,3,2048,-0.15549216,0.74299582,0.75909196,5.9929862,-0.00053448,0.16455984,0.16456071,1.59806537,0.91144435,0.40284654,0.99650195,1.93740892,0.67449076,3.51416998,可用,切刀转矩RMS,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0059,01-22T114112_058_mode3.csv,01-22,058,59,3,2048,-0.15694727,0.77600861,0.79172079,6.3162651,-0.00085101,0.18187347,0.18187546,1.5648694,0.90502479,0.40499065,0.99150759,1.96864891,1.77128196,3.51416998,可用,切刀跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0060,01-22T114311_059_mode3.csv,01-22,059,60,3,2048,-0.15434074,0.74089593,0.75680106,5.98234701,-0.00057777,0.16463851,0.16463952,1.54670429,0.91181793,0.40300149,0.99690628,1.93982839,1.06761864,3.51416998,可用,切刀跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0061,01-22T114735_060_mode3.csv,01-22,060,61,3,2048,-0.15861502,0.77135398,0.7874933,6.15381669,-0.00074968,0.17817643,0.178178,1.62450218,0.9099666,0.41394556,0.99969502,1.98691761,1.42018529,3.51416998,可用,切刀跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0062,01-22T115706_061_mode3.csv,01-22,061,62,3,2048,-0.16427241,0.77199515,0.78927938,6.16511964,-0.00004686,0.17463896,0.17463897,1.52335071,0.91672743,0.40949478,1.00402946,2.00015592,1.38809928,3.51416998,可用,切刀跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0063,01-22T115930_062_mode3.csv,01-22,062,63,3,2048,-0.12161601,0.56527064,0.57820528,5.40353727,-0.00004284,0.11217173,0.11217173,1.70338249,0.76701119,0.13820574,0.7793632,1.12193048,6.98363963,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0064,01-22T120154_063_mode3.csv,01-22,063,64,3,2048,-0.14309527,0.72931508,0.74322052,5.95237779,0.00001335,0.16028508,0.16028508,1.50568485,0.91730443,0.41371071,1.00628225,1.95792019,1.63052746,3.51416998,可用,切刀跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0065,01-22T120421_064_mode3.csv,01-22,064,65,3,2048,-0.10838538,0.60725231,0.61684905,5.29266977,-0.00008641,0.12759872,0.12759875,1.60399723,0.86981903,0.25408218,0.90616935,1.47300899,3.51416998,3.51416998,可用,切刀转矩均值,关注,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0066,01-22T121118_065_mode3.csv,01-22,065,66,3,2048,-0.15706698,0.63572938,0.65484493,5.18582439,-0.00037403,0.14086992,0.14087042,1.57535171,0.86358445,0.24707227,0.89823316,1.48840165,2.27427752,3.51416998,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0067,01-22T121330_066_mode3.csv,01-22,066,67,3,2048,-0.13348943,0.62422704,0.63834068,5.27024173,-0.00009591,0.13982984,0.13982988,1.63773775,0.87026358,0.2435812,0.9037093,1.49584341,2.23139752,3.51416998,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0068,01-22T220955_067_mode3.csv,01-22,067,68,3,2048,-0.15537255,0.67397729,0.69165455,5.06344461,-0.00036295,0.14074894,0.14074941,1.66661882,0.89059977,0.30611372,0.94173965,1.62779176,1.47110076,3.51416998,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0069,01-22T221228_068_mode3.csv,01-22,068,69,3,2048,-0.15527305,0.7512814,0.76715935,6.11462736,-0.00021586,0.16298649,0.16298664,1.61703634,0.93608203,0.40586525,1.0202824,1.97052431,1.57153057,3.51416998,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0070,01-22T221457_069_mode3.csv,01-22,069,70,3,2048,-0.16930753,0.76677091,0.78524052,6.19462728,-0.00045222,0.16715738,0.16715799,1.64338541,0.91890956,0.40720546,1.00509257,1.95852982,1.05186664,3.51416998,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0071,01-22T221725_070_mode3.csv,01-22,070,71,3,2048,-0.1612583,0.65668455,0.67619438,5.37907361,-0.00018307,0.14284484,0.14284496,1.71674203,0.86514771,0.2491218,0.90030119,1.47397565,2.35740127,3.51416998,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0072,01-22T221940_071_mode3.csv,01-22,071,72,3,2048,-0.15583529,0.68549772,0.70298774,5.36592245,-0.00046647,0.14810742,0.14810816,1.7153964,0.8947713,0.29969806,0.94362842,1.61724257,1.53188602,3.51416998,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0073,01-22T222228_072_mode3.csv,01-22,072,73,3,2048,-0.10991743,0.69582054,0.70444877,5.8229947,-0.00033983,0.14982855,0.14982894,1.72427749,0.91717929,0.32799245,0.97406206,1.88309907,3.39934465,3.51416998,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0074,01-22T222507_073_mode3.csv,01-22,073,74,3,2048,-0.17622994,0.65137884,0.67479729,5.25505685,-0.00023271,0.13844227,0.13844246,1.65241384,0.85841991,0.25211299,0.89467631,1.45741295,2.45283684,3.51416998,可用,薄膜跟随误差绝对峰值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0075,01-22T222745_074_mode3.csv,01-22,074,75,3,2048,-0.12135814,0.63287823,0.64440876,5.2729187,-0.00005709,0.13180193,0.13180194,1.67624616,0.89169522,0.25811213,0.92830073,1.582304,2.54187884,3.51416998,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0076,01-22T223027_075_mode3.csv,01-22,075,76,3,2048,-0.13473544,0.67883441,0.69207644,5.07662439,-0.00048858,0.14442942,0.14443025,1.69819211,0.88705817,0.2977922,0.93570956,1.67276227,1.53926694,3.51416998,可用,切刀转矩均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0077,01-22T223249_076_mode3.csv,01-22,076,77,3,2048,-0.17954914,0.66946916,0.69312831,5.41361856,-0.00001619,0.14621812,0.14621812,1.74438953,0.85332095,0.2535679,0.89019848,1.47480082,2.61627093,3.51416998,可用,薄膜跟随误差均值,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0078,01-26T193747_077_mode3.csv,01-26,077,78,3,2048,-0.15492991,0.74981182,0.76565073,6.29363298,-0.00014856,0.16454112,0.16454119,1.58586215,1.0155202,0.4050542,1.09332071,2.03959536,5.59118868,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0079,01-26T194237_078_mode3.csv,01-26,078,79,3,2048,-0.14128727,0.75308913,0.76622799,6.29983949,-0.00060252,0.16932595,0.16932703,1.55063152,1.03041211,0.42424819,1.11433192,2.0727427,6.34473575,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0080,01-26T194503_079_mode3.csv,01-26,079,80,3,2048,-0.14676502,0.63074428,0.64759426,5.12443685,-0.00017726,0.12061984,0.12061997,1.65247869,0.88886693,0.21750844,0.91509253,1.72390103,1.33735733,3.51416998,可用,切刀跟随误差标准差,常规,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0081,01-26T194709_080_mode3.csv,01-26,080,81,3,2048,-0.13192057,0.75602533,0.76744859,6.11951637,-0.00036199,0.1648186,0.164819,1.55295991,1.011385,0.41001171,1.09133369,2.04414415,5.38194321,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
BD-0082,01-26T195109_081_mode3.csv,01-26,081,82,3,2048,-0.13741498,0.75232847,0.76477513,6.21920299,-0.00035661,0.16296902,0.16296941,1.64577341,1.01625452,0.41071171,1.09611011,2.03394889,5.62834646,3.51416998,可用,薄膜跟随误差均值,优先复核,False,False,False,register_maintenance_candidate,public-derived-session-summary
