session_id,sample_index,time_seconds,cutter_motor_torque,cutter_follow_error,film_follow_error,spindle_speed,data_nature
BD-0001,39,0.15999998,0.47189366,0.00371742,0.98449760,1379.99975585,public-waveform-fixed-slice
BD-0001,40,0.16399998,0.58338081,-0.02984237,0.99908542,1379.99975585,public-waveform-fixed-slice
BD-0001,41,0.16799998,0.49559643,-0.01037406,0.99507725,1379.99975585,public-waveform-fixed-slice
BD-0001,42,0.17199998,0.45922935,0.00760269,0.97027862,1379.99975585,public-waveform-fixed-slice
BD-0001,43,0.17599998,0.46337410,0.00704574,0.99334520,1379.99975585,public-waveform-fixed-slice
BD-0001,44,0.17999998,0.43553823,0.01704216,1.00553643,1379.99975585,public-waveform-fixed-slice
BD-0001,45,0.18399998,0.54666692,-0.01498794,1.00640881,1379.99975585,public-waveform-fixed-slice
BD-0001,46,0.18799998,0.54797720,-0.01483535,1.03718745,1379.99975585,public-waveform-fixed-slice
BD-0001,47,0.19199998,0.68958294,-0.05787467,1.03081536,1379.99975585,public-waveform-fixed-slice
BD-0001,48,0.19599998,0.65449309,-0.03438568,1.04598176,1379.99975585,public-waveform-fixed-slice
BD-0001,49,0.19999998,0.58594965,-0.00779342,1.00990378,1379.99975585,public-waveform-fixed-slice
BD-0001,50,0.20399998,0.53443390,0.02276229,0.99720740,1379.99975585,public-waveform-fixed-slice
BD-0001,51,0.20799998,0.48878276,0.02999496,1.03712427,1379.99975585,public-waveform-fixed-slice
BD-0001,52,0.21199998,0.55813676,0.00853729,1.03346860,1379.99975585,public-waveform-fixed-slice
BD-0001,53,0.21599998,0.48065337,0.01219749,1.07368946,1379.99975585,public-waveform-fixed-slice
BD-0001,54,0.21999998,0.50322550,0.00445556,1.04581928,1379.99975585,public-waveform-fixed-slice
BD-0001,55,0.22399998,0.52668052,0.01646423,0.99133825,1379.99975585,public-waveform-fixed-slice
BD-0001,56,0.22799998,0.46087214,0.02556419,0.95917981,1379.99975585,public-waveform-fixed-slice
BD-0001,57,0.23199998,0.64051038,-0.02865982,0.96295046,1379.99975585,public-waveform-fixed-slice
BD-0001,58,0.23599998,0.59833353,-0.02996253,0.98247158,1379.99975585,public-waveform-fixed-slice
BD-0001,59,0.23999998,0.66232663,-0.03201293,0.99695146,1379.99975585,public-waveform-fixed-slice
BD-0001,60,0.24399998,0.72254812,-0.04267501,1.08013713,1379.99975585,public-waveform-fixed-slice
BD-0001,61,0.24799998,0.71830594,-0.01932144,1.04348039,1379.99975585,public-waveform-fixed-slice
BD-0001,62,0.25199998,0.52056312,0.03154754,1.04411315,1379.99975585,public-waveform-fixed-slice
BD-0001,63,0.25599998,0.46157404,0.06316947,0.95719999,1379.99975585,public-waveform-fixed-slice
BD-0001,64,0.25999998,0.42471513,0.05839157,0.97447371,1379.99975585,public-waveform-fixed-slice
BD-0001,65,0.26399998,0.61562365,-0.01128387,1.01622939,1379.99975585,public-waveform-fixed-slice
BD-0001,66,0.26799998,0.76467180,-0.05967330,1.04898107,1379.99975585,public-waveform-fixed-slice
BD-0001,67,0.27199998,0.62093198,-0.01737594,1.08501613,1379.99975585,public-waveform-fixed-slice
BD-0001,68,0.27599998,0.67611813,-0.02260017,1.02926826,1379.99975585,public-waveform-fixed-slice
BD-0001,69,0.27999998,0.57116210,0.01416587,1.02315521,1379.99975585,public-waveform-fixed-slice
BD-0001,70,0.28399998,0.57365351,0.03244495,0.92468678,1379.99975585,public-waveform-fixed-slice
BD-0001,71,0.28799998,0.57716679,0.02144908,0.94155162,1379.99975585,public-waveform-fixed-slice
BD-0001,72,0.29199998,0.63189661,-0.00012016,0.96323138,1379.99975585,public-waveform-fixed-slice
BD-0001,73,0.29599998,0.55653190,0.01632690,1.03471231,1379.99975585,public-waveform-fixed-slice
BD-0001,74,0.29999997,0.54183417,0.02175617,1.02923214,1379.99975585,public-waveform-fixed-slice
BD-0001,75,0.30399997,0.53989738,0.00608348,1.00008606,1379.99975585,public-waveform-fixed-slice
BD-0001,76,0.30799997,0.64454597,-0.01750469,0.99403840,1379.99975585,public-waveform-fixed-slice
BD-0001,77,0.31199997,0.68787115,-0.01928901,0.99476695,1379.99975585,public-waveform-fixed-slice
BD-0001,78,0.31599997,0.70813131,-0.01411533,1.01102888,1379.99975585,public-waveform-fixed-slice
BD-0001,79,0.31999997,0.55615878,0.02359294,1.02289283,1379.99975585,public-waveform-fixed-slice
BD-0001,80,0.32399997,0.46276009,0.03719139,1.00471639,1379.99975585,public-waveform-fixed-slice
BD-0001,81,0.32799997,0.46724042,0.04673862,0.92875421,1379.99975585,public-waveform-fixed-slice
BD-0001,82,0.33199997,0.46063166,0.03714752,0.91475200,1379.99975585,public-waveform-fixed-slice
BD-0001,83,0.33599997,0.47167181,0.00785732,0.95895409,1379.99975585,public-waveform-fixed-slice
BD-0001,84,0.33999997,0.66158020,-0.05825042,1.00818681,1379.99975585,public-waveform-fixed-slice
BD-0001,85,0.34399997,0.65883249,-0.03817749,0.99268281,1379.99975585,public-waveform-fixed-slice
BD-0001,86,0.34799997,0.51516973,0.00182151,0.94768673,1379.99975585,public-waveform-fixed-slice
BD-0001,87,0.35199997,0.58998036,-0.00684356,0.91540288,1379.99975585,public-waveform-fixed-slice
BD-0001,88,0.35599997,0.55128616,0.00883674,0.93352252,1379.99975585,public-waveform-fixed-slice
BD-0001,89,0.35999997,0.31640207,0.05989456,0.95448261,1379.99975585,public-waveform-fixed-slice
BD-0001,90,0.36399997,0.35164168,0.06644630,0.99807953,1379.99975585,public-waveform-fixed-slice
BD-0001,91,0.36799997,0.48245334,-0.00832366,0.92356568,1379.99975585,public-waveform-fixed-slice
BD-0001,92,0.37199997,0.65558850,-0.07209014,0.89653480,1379.99975585,public-waveform-fixed-slice
BD-0001,93,0.37599997,0.64593571,-0.05643653,0.84290450,1379.99975585,public-waveform-fixed-slice
BD-0001,94,0.37999997,0.55400854,-0.01237583,0.91461539,1379.99975585,public-waveform-fixed-slice
BD-0001,95,0.38399997,0.52009326,0.01978874,0.91780084,1379.99975585,public-waveform-fixed-slice
BD-0001,96,0.38799997,0.27082532,0.06618882,0.97216564,1379.99975585,public-waveform-fixed-slice
BD-0001,97,0.39199997,0.31147333,0.05515378,0.95727288,1379.99975585,public-waveform-fixed-slice
BD-0001,98,0.39599997,0.30240729,0.02707302,0.95446020,1379.99975585,public-waveform-fixed-slice
BD-0001,99,0.39999997,0.46179586,-0.03215971,0.86285400,1379.99975585,public-waveform-fixed-slice
BD-0001,100,0.40399997,0.67938351,-0.10343199,0.86306184,1379.99975585,public-waveform-fixed-slice
BD-0001,101,0.40799997,0.68269819,-0.08914667,0.86427581,1379.99975585,public-waveform-fixed-slice
BD-0001,102,0.41199997,0.64102405,-0.03804981,0.90855664,1379.99975585,public-waveform-fixed-slice
BD-0001,103,0.41599997,0.32453563,0.06079947,0.90272372,1379.99975585,public-waveform-fixed-slice
BD-0001,104,0.41999997,0.35677292,0.06182307,0.92910557,1379.99975585,public-waveform-fixed-slice
BD-0001,105,0.42399997,0.28355881,0.05475908,0.96011221,1379.99975585,public-waveform-fixed-slice
BD-0001,106,0.42799997,0.37224593,0.00362789,0.96938025,1379.99975585,public-waveform-fixed-slice
BD-0001,107,0.43199997,0.51404070,-0.03424084,0.91925275,1379.99975585,public-waveform-fixed-slice
BD-0001,108,0.43599997,0.63083535,-0.07718557,0.89328652,1379.99975585,public-waveform-fixed-slice
BD-0001,109,0.43999997,0.75083011,-0.09277462,0.88342678,1379.99975585,public-waveform-fixed-slice
BD-0001,110,0.44399996,0.59423851,-0.00573647,0.91282832,1379.99975585,public-waveform-fixed-slice
BD-0001,111,0.44799996,0.32575133,0.06881976,0.93678903,1379.99975585,public-waveform-fixed-slice
BD-0001,112,0.45199996,0.13650359,0.11795961,1.00444495,1379.99975585,public-waveform-fixed-slice
BD-0001,113,0.45599996,0.29432418,0.04363775,0.99055850,1379.99975585,public-waveform-fixed-slice
BD-0001,114,0.45999996,0.31180781,0.01259517,0.94647121,1379.99975585,public-waveform-fixed-slice
BD-0001,115,0.46399996,0.39733690,-0.02535736,0.88627678,1379.99975585,public-waveform-fixed-slice
BD-0001,116,0.46799996,0.68821758,-0.08581876,0.88547730,1379.99975585,public-waveform-fixed-slice
BD-0001,117,0.47199996,0.48463752,-0.02875196,0.90742474,1379.99975585,public-waveform-fixed-slice
BD-0001,118,0.47599996,0.46722877,-0.02114212,0.96400690,1379.99975585,public-waveform-fixed-slice
BD-0001,119,0.47999996,0.26054665,0.06801521,0.97830802,1379.99975585,public-waveform-fixed-slice
BD-0001,120,0.48399996,0.06325523,0.11278438,0.95938801,1379.99975585,public-waveform-fixed-slice
BD-0001,121,0.48799996,0.12205332,0.07224237,0.90020030,1379.99975585,public-waveform-fixed-slice
BD-0001,122,0.49199996,0.15226480,0.01981461,0.94067543,1379.99975585,public-waveform-fixed-slice
BD-0001,123,0.49599996,0.29281193,-0.04068493,0.98879688,1379.99975585,public-waveform-fixed-slice
BD-0001,124,0.49999996,0.31259801,-0.04295563,0.99504441,1379.99975585,public-waveform-fixed-slice
BD-0001,125,0.50399996,0.41637060,-0.07329487,0.97511768,1379.99975585,public-waveform-fixed-slice
BD-0001,126,0.50799996,0.43073210,-0.05330657,0.93304389,1379.99975585,public-waveform-fixed-slice
BD-0001,127,0.51199996,0.32293450,-0.02416944,0.93325114,1379.99975585,public-waveform-fixed-slice
BD-0001,128,0.51599996,0.15421016,0.05848145,0.89621073,1379.99975585,public-waveform-fixed-slice
BD-0001,129,0.51999996,0.01310955,0.08009481,0.93929767,1379.99975585,public-waveform-fixed-slice
BD-0001,130,0.52399996,-0.00034364,0.06138396,0.94655281,1379.99975585,public-waveform-fixed-slice
BD-0001,131,0.52799996,0.23522426,-0.03340125,0.97191047,1379.99975585,public-waveform-fixed-slice
BD-0001,132,0.53199996,0.31997537,-0.06163477,0.93386334,1379.99975585,public-waveform-fixed-slice
BD-0001,133,0.53599996,0.27615344,-0.03712916,0.91997689,1379.99975585,public-waveform-fixed-slice
BD-0001,134,0.53999996,0.27932271,-0.05192160,0.91313731,1379.99975585,public-waveform-fixed-slice
BD-0001,135,0.54399996,0.28306421,-0.02847838,0.94917845,1379.99975585,public-waveform-fixed-slice
BD-0001,136,0.54799996,0.21993911,0.00282740,0.96247273,1379.99975585,public-waveform-fixed-slice
BD-0001,137,0.55199996,0.07617688,0.03619098,0.96570014,1379.99975585,public-waveform-fixed-slice
BD-0001,138,0.55599996,-0.06390394,0.07664847,0.95080703,1379.99975585,public-waveform-fixed-slice
BD-0001,139,0.55999996,0.15692602,-0.00386857,0.93289381,1379.99975585,public-waveform-fixed-slice
BD-0001,140,0.56399996,0.10701221,-0.01615333,0.94920819,1379.99975585,public-waveform-fixed-slice
BD-0001,141,0.56799996,0.31679221,-0.06280565,0.94699394,1379.99975585,public-waveform-fixed-slice
BD-0001,142,0.57199996,0.45038866,-0.09345245,0.93008840,1379.99975585,public-waveform-fixed-slice
BD-0001,143,0.57599996,0.15748867,0.01075530,0.87996089,1379.99975585,public-waveform-fixed-slice
BD-0001,144,0.57999996,0.27374249,-0.03641033,0.86104100,1379.99975585,public-waveform-fixed-slice
BD-0001,145,0.58399996,0.06085504,0.05816864,0.87634867,1379.99975585,public-waveform-fixed-slice
BD-0001,146,0.58799996,0.06773710,0.03302073,0.90575027,1379.99975585,public-waveform-fixed-slice
BD-0001,147,0.59199995,0.07715616,0.01740026,1.00420629,1379.99975585,public-waveform-fixed-slice
BD-0001,148,0.59599995,0.16737815,-0.01413154,1.03562021,1379.99975585,public-waveform-fixed-slice
BD-0001,149,0.59999995,0.22576031,-0.04736614,1.02173471,1379.99975585,public-waveform-fixed-slice
BD-0001,150,0.60399995,0.11546713,0.00884509,0.88905829,1379.99975585,public-waveform-fixed-slice
BD-0001,151,0.60799995,0.15218900,-0.00716543,0.89731913,1379.99975585,public-waveform-fixed-slice
BD-0001,152,0.61199995,0.14892709,0.00247955,0.86531215,1379.99975585,public-waveform-fixed-slice
BD-0001,153,0.61599995,0.15112648,0.01189756,0.96578079,1379.99975585,public-waveform-fixed-slice
BD-0001,154,0.61999995,0.32423231,-0.04748010,0.97706276,1379.99975585,public-waveform-fixed-slice
BD-0001,155,0.62399995,0.16388264,0.00735163,1.00948321,1379.99975585,public-waveform-fixed-slice
BD-0001,156,0.62799995,0.25134214,-0.01289463,0.94828313,1379.99975585,public-waveform-fixed-slice
BD-0001,157,0.63199995,0.08392862,0.03319358,0.91124278,1379.99975585,public-waveform-fixed-slice
BD-0001,158,0.63599995,-0.01944790,0.05532097,0.86413544,1379.99975585,public-waveform-fixed-slice
BD-0001,159,0.63999995,0.05693369,0.00509166,0.92633360,1379.99975585,public-waveform-fixed-slice
BD-0001,160,0.64399995,-0.05496086,0.03910589,0.94365376,1379.99975585,public-waveform-fixed-slice
BD-0001,161,0.64799995,0.04977449,0.01047992,0.96097576,1379.99975585,public-waveform-fixed-slice
BD-0001,162,0.65199995,0.12389229,-0.02747821,0.95916974,1379.99975585,public-waveform-fixed-slice
BD-0001,163,0.65599995,0.16074016,-0.03498506,0.93521630,1379.99975585,public-waveform-fixed-slice
BD-0001,164,0.65999995,0.24429656,-0.04933929,0.92837679,1379.99975585,public-waveform-fixed-slice
BD-0001,165,0.66399995,0.03833856,0.01016283,0.92314237,1379.99975585,public-waveform-fixed-slice
BD-0001,166,0.66799995,0.12553334,0.00028467,0.94046449,1379.99975585,public-waveform-fixed-slice
BD-0001,167,0.67199995,-0.11587059,0.05674314,0.95073777,1379.99975585,public-waveform-fixed-slice
BD-0001,168,0.67599995,0.01834192,0.00340890,0.93886566,1379.99975585,public-waveform-fixed-slice
BD-0001,169,0.67999995,-0.04892875,0.01688766,0.98638761,1379.99975585,public-waveform-fixed-slice
BD-0001,170,0.68399995,0.05687464,-0.02809047,0.98156142,1379.99975585,public-waveform-fixed-slice
BD-0001,171,0.68799995,-0.04276663,0.01051425,0.96525442,1379.99975585,public-waveform-fixed-slice
BD-0001,172,0.69199995,0.10209208,-0.03399753,0.90606570,1379.99975585,public-waveform-fixed-slice
BD-0001,173,0.69599995,0.05109740,-0.00836372,0.96063548,1379.99975585,public-waveform-fixed-slice
BD-0001,174,0.69999995,-0.00633392,0.00425338,0.94775474,1379.99975585,public-waveform-fixed-slice
BD-0001,175,0.70399995,-0.01485609,-0.00507164,0.96407014,1379.99975585,public-waveform-fixed-slice
BD-0001,176,0.70799995,-0.01434276,-0.00679588,0.93911010,1379.99975585,public-waveform-fixed-slice
BD-0001,177,0.71199995,0.05077461,-0.03351116,0.96508330,1379.99975585,public-waveform-fixed-slice
BD-0001,178,0.71599995,-0.04072754,0.00325059,0.90891665,1379.99975585,public-waveform-fixed-slice
BD-0001,179,0.71999995,-0.10677739,0.01190423,0.96247774,1379.99975585,public-waveform-fixed-slice
BD-0001,180,0.72399995,-0.11229778,0.01351976,0.98281997,1379.99975585,public-waveform-fixed-slice
BD-0001,181,0.72799995,-0.13992945,0.01114606,1.03738868,1379.99975585,public-waveform-fixed-slice
BD-0001,182,0.73199995,-0.09651014,-0.00311279,0.99833494,1379.99975585,public-waveform-fixed-slice
BD-0001,183,0.73599994,-0.14092989,0.00130176,0.96390736,1379.99975585,public-waveform-fixed-slice
BD-0001,184,0.73999994,-0.14017693,-0.00852537,0.90975219,1379.99975585,public-waveform-fixed-slice
BD-0001,185,0.74399994,-0.08480278,-0.01721048,0.93110096,1379.99975585,public-waveform-fixed-slice
BD-0001,186,0.74799994,-0.14114481,-0.00269651,0.93634086,1379.99975585,public-waveform-fixed-slice
BD-0001,187,0.75199994,-0.13890491,0.00077724,0.93151563,1379.99975585,public-waveform-fixed-slice
BD-0001,188,0.75599994,-0.09514374,-0.01911306,0.91459208,1379.99975585,public-waveform-fixed-slice
BD-0001,189,0.75999994,-0.08692806,-0.02256536,0.91640460,1379.99975585,public-waveform-fixed-slice
BD-0001,190,0.76399994,-0.11282734,-0.01105880,0.95486724,1379.99975585,public-waveform-fixed-slice
BD-0001,191,0.76799994,-0.13262917,-0.00392580,0.99634814,1379.99975585,public-waveform-fixed-slice
BD-0001,192,0.77199994,-0.12185143,-0.00544500,0.97541570,1379.99975585,public-waveform-fixed-slice
BD-0001,193,0.77599994,-0.10020753,-0.01446008,0.91622805,1379.99975585,public-waveform-fixed-slice
BD-0001,194,0.77999994,-0.26098424,0.03467845,0.89328128,1379.99975585,public-waveform-fixed-slice
BD-0001,195,0.78399994,-0.38902536,0.06336259,0.90516084,1379.99975585,public-waveform-fixed-slice
BD-0001,196,0.78799994,-0.41754311,0.05477762,0.94060248,1379.99975585,public-waveform-fixed-slice
BD-0001,197,0.79199994,-0.45562222,0.04831838,0.99919897,1379.99975585,public-waveform-fixed-slice
BD-0001,198,0.79599994,-0.44145137,0.02568769,1.00343215,1379.99975585,public-waveform-fixed-slice
BD-0001,199,0.79999994,-0.49697875,0.02756547,0.95129221,1379.99975585,public-waveform-fixed-slice
BD-0001,200,0.80399994,-0.50588047,0.01492547,0.86190366,1379.99975585,public-waveform-fixed-slice
BD-0001,201,0.80799994,-0.53239393,0.00773525,0.84156882,1379.99975585,public-waveform-fixed-slice
BD-0001,202,0.81199994,-0.54852753,0.00815010,0.90318548,1379.99975585,public-waveform-fixed-slice
BD-0001,203,0.81599994,-0.57987070,0.00858688,0.94667977,1379.99975585,public-waveform-fixed-slice
BD-0001,204,0.81999994,-0.55549573,-0.00958108,0.98715579,1379.99975585,public-waveform-fixed-slice
BD-0001,205,0.82399994,-0.56008094,-0.01147985,0.96018135,1379.99975585,public-waveform-fixed-slice
BD-0001,206,0.82799994,-0.58481109,-0.01302099,0.97045654,1379.99975585,public-waveform-fixed-slice
BD-0001,207,0.83199994,-0.54068475,-0.02624464,0.88871335,1379.99975585,public-waveform-fixed-slice
BD-0001,208,0.83599994,-0.53602528,-0.02302598,0.93522864,1379.99975585,public-waveform-fixed-slice
BD-0001,209,0.83999994,-0.49083057,-0.03881788,0.89315474,1379.99975585,public-waveform-fixed-slice
BD-0001,210,0.84399994,-0.54306149,-0.02119207,0.93665081,1379.99975585,public-waveform-fixed-slice
BD-0001,211,0.84799994,-0.53235960,-0.02191734,0.87947654,1379.99975585,public-waveform-fixed-slice
BD-0001,212,0.85199994,-0.50547415,-0.03260707,0.95015245,1379.99975585,public-waveform-fixed-slice
BD-0001,213,0.85599994,-0.57794636,-0.01756525,0.93082439,1379.99975585,public-waveform-fixed-slice
BD-0001,214,0.85999994,-0.56818813,-0.02164363,0.96123248,1379.99975585,public-waveform-fixed-slice
BD-0001,215,0.86399994,-0.68081563,0.02097463,0.93828594,1379.99975585,public-waveform-fixed-slice
BD-0001,216,0.86799994,-0.57484072,-0.01191711,0.90424847,1379.99975585,public-waveform-fixed-slice
BD-0001,217,0.87199994,-0.56232124,-0.02844572,0.82492786,1379.99975585,public-waveform-fixed-slice
BD-0001,218,0.87599994,-0.55377638,-0.02711200,0.84124219,1379.99975585,public-waveform-fixed-slice
BD-0001,219,0.87999993,-0.63666945,-0.01250362,0.87325370,1379.99975585,public-waveform-fixed-slice
BD-0001,220,0.88399993,-0.43652319,-0.05164289,0.92278999,1379.99975585,public-waveform-fixed-slice
BD-0001,221,0.88799993,-0.47640904,-0.03237581,0.91494464,1379.99975585,public-waveform-fixed-slice
BD-0001,222,0.89199993,-0.49449431,-0.01678752,0.87991672,1379.99975585,public-waveform-fixed-slice
BD-0001,223,0.89599993,-0.70656299,0.05246543,0.87005794,1379.99975585,public-waveform-fixed-slice
BD-0001,224,0.89999993,-0.72783005,0.04590368,0.91757905,1379.99975585,public-waveform-fixed-slice
BD-0001,225,0.90399993,-0.75002938,0.04245615,0.90932548,1379.99975585,public-waveform-fixed-slice
BD-0001,226,0.90799993,-0.84311062,0.04081940,0.94376134,1379.99975585,public-waveform-fixed-slice
BD-0001,227,0.91199993,-0.70492821,-0.00803780,0.87551242,1379.99975585,public-waveform-fixed-slice
BD-0001,228,0.91599993,-0.66864335,-0.01789522,0.85357147,1379.99975585,public-waveform-fixed-slice
BD-0001,229,0.91999993,-0.64084541,-0.01837944,0.81653207,1379.99975585,public-waveform-fixed-slice
BD-0001,230,0.92399993,-0.55573171,-0.04039883,0.90532940,1379.99975585,public-waveform-fixed-slice
BD-0001,231,0.92799993,-0.64359265,-0.00813531,0.91318309,1379.99975585,public-waveform-fixed-slice
BD-0001,232,0.93199993,-0.63066154,0.00137901,0.96473091,1379.99975585,public-waveform-fixed-slice
BD-0001,233,0.93599993,-0.55081367,-0.01990342,0.92466950,1379.99975585,public-waveform-fixed-slice
BD-0001,234,0.93999993,-0.61817574,-0.01538777,0.91984421,1379.99975585,public-waveform-fixed-slice
BD-0001,235,0.94399993,-0.59926712,-0.00351953,0.86468422,1379.99975585,public-waveform-fixed-slice
BD-0001,236,0.94799993,-0.73806375,0.03237104,0.91422051,1379.99975585,public-waveform-fixed-slice
BD-0001,237,0.95199993,-0.61986231,0.00569224,0.92811244,1379.99975585,public-waveform-fixed-slice
BD-0001,238,0.95599993,-0.72401320,0.00674414,0.93939244,1379.99975585,public-waveform-fixed-slice
BD-0001,239,0.95999993,-0.61988687,-0.00996136,0.92047339,1379.99975585,public-waveform-fixed-slice
BD-0001,240,0.96399993,-0.50525879,-0.04289221,0.95088255,1379.99975585,public-waveform-fixed-slice
BD-0001,241,0.96799993,-0.59207338,0.00007104,0.96518260,1379.99975585,public-waveform-fixed-slice
BD-0001,242,0.97199993,-0.58581066,-0.00757622,0.94525694,1379.99975585,public-waveform-fixed-slice
BD-0001,243,0.97599993,-0.54712921,-0.01893115,0.90076047,1379.99975585,public-waveform-fixed-slice
BD-0001,244,0.97999993,-0.56400078,-0.00245857,0.87882161,1379.99975585,public-waveform-fixed-slice
BD-0001,245,0.98399993,-0.65848141,0.01450324,0.90820688,1379.99975585,public-waveform-fixed-slice
BD-0001,246,0.98799993,-0.51198399,-0.00962042,0.93962079,1379.99975585,public-waveform-fixed-slice
BD-0001,247,0.99199993,-0.61408561,0.01559996,0.98110157,1379.99975585,public-waveform-fixed-slice
BD-0001,248,0.99599993,-0.61317157,0.00613331,1.02761781,1379.99975585,public-waveform-fixed-slice
BD-0001,249,0.99999993,-0.51413393,-0.02097249,0.98715007,1379.99975585,public-waveform-fixed-slice
BD-0001,250,1.00399993,-0.48410135,-0.02803134,0.92897003,1379.99975585,public-waveform-fixed-slice
BD-0001,251,1.00799993,-0.42944031,-0.01345229,0.88186168,1379.99975585,public-waveform-fixed-slice
BD-0001,252,1.01199993,-0.58939146,0.02966046,0.89817517,1379.99975585,public-waveform-fixed-slice
BD-0001,253,1.01599993,-0.59090709,0.01951050,0.91449052,1379.99975585,public-waveform-fixed-slice
BD-0001,254,1.01999993,-0.51913428,-0.01701784,0.99120754,1379.99975585,public-waveform-fixed-slice
BD-0001,255,1.02399992,-0.47327503,-0.01243257,0.99906122,1379.99975585,public-waveform-fixed-slice
BD-0001,256,1.02799992,-0.47560614,-0.00617241,1.01436793,1379.99975585,public-waveform-fixed-slice
BD-0002,1,0.00800000,0.33711171,0.00802588,0.98270493,1199.99963378,public-waveform-fixed-slice
BD-0002,2,0.01199999,0.26921951,0.04242682,1.01653444,1199.99963378,public-waveform-fixed-slice
BD-0002,3,0.01599999,0.03155173,0.07126903,1.00908851,1199.99963378,public-waveform-fixed-slice
BD-0002,4,0.01999999,-0.02790553,0.08371043,0.95453292,1199.99963378,public-waveform-fixed-slice
BD-0002,5,0.02399999,0.09023880,0.02444124,0.92574232,1199.99963378,public-waveform-fixed-slice
BD-0002,6,0.02799999,0.09048200,-0.00751256,0.92856746,1199.99963378,public-waveform-fixed-slice
