invoice_id,stock_code,description,quantity,invoice_at,unit_price_gbp,customer_id,country,is_cancellation_proxy,line_amount_gbp,fx_rate_gbp_cny,unit_price_cny,line_amount_cny,operational_currency,fx_basis,source_sheet,data_nature
489435,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,12,2009-12-01 07:46:00,2.55,C13085,United Kingdom,False,30.6,9.1,23.2,278.46,CNY,course-fixed,Year 2009-2010,public-derived
489436,48173C,DOOR MAT BLACK FLOCK ,10,2009-12-01 09:06:00,5.95,C13078,United Kingdom,False,59.5,9.1,54.14,541.45,CNY,course-fixed,Year 2009-2010,public-derived
489436,21755,LOVE BUILDING BLOCK WORD,18,2009-12-01 09:06:00,5.45,C13078,United Kingdom,False,98.1,9.1,49.59,892.71,CNY,course-fixed,Year 2009-2010,public-derived
489436,21754,HOME BUILDING BLOCK WORD,3,2009-12-01 09:06:00,5.95,C13078,United Kingdom,False,17.85,9.1,54.14,162.44,CNY,course-fixed,Year 2009-2010,public-derived
489436,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2009-12-01 09:06:00,1.69,C13078,United Kingdom,False,27.04,9.1,15.38,246.06,CNY,course-fixed,Year 2009-2010,public-derived
489436,22119, PEACE WOODEN BLOCK LETTERS,3,2009-12-01 09:06:00,6.95,C13078,United Kingdom,False,20.85,9.1,63.24,189.74,CNY,course-fixed,Year 2009-2010,public-derived
489436,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,2009-12-01 09:06:00,1.45,C13078,United Kingdom,False,17.4,9.1,13.19,158.34,CNY,course-fixed,Year 2009-2010,public-derived
489436,22296,HEART IVORY TRELLIS LARGE,12,2009-12-01 09:06:00,1.65,C13078,United Kingdom,False,19.8,9.1,15.01,180.18,CNY,course-fixed,Year 2009-2010,public-derived
489436,22295,HEART FILIGREE DOVE LARGE,12,2009-12-01 09:06:00,1.65,C13078,United Kingdom,False,19.8,9.1,15.01,180.18,CNY,course-fixed,Year 2009-2010,public-derived
489436,22109,FULL ENGLISH BREAKFAST PLATE,16,2009-12-01 09:06:00,3.39,C13078,United Kingdom,False,54.24,9.1,30.85,493.58,CNY,course-fixed,Year 2009-2010,public-derived
489436,22107,PIZZA PLATE IN BOX,4,2009-12-01 09:06:00,3.75,C13078,United Kingdom,False,15.0,9.1,34.12,136.5,CNY,course-fixed,Year 2009-2010,public-derived
489436,22194,BLACK DINER WALL CLOCK,2,2009-12-01 09:06:00,8.5,C13078,United Kingdom,False,17.0,9.1,77.35,154.7,CNY,course-fixed,Year 2009-2010,public-derived
489436,35004B,SET OF 3 BLACK FLYING DUCKS,12,2009-12-01 09:06:00,4.65,C13078,United Kingdom,False,55.8,9.1,42.32,507.78,CNY,course-fixed,Year 2009-2010,public-derived
489436,82582,AREA PATROLLED METAL SIGN,12,2009-12-01 09:06:00,2.1,C13078,United Kingdom,False,25.2,9.1,19.11,229.32,CNY,course-fixed,Year 2009-2010,public-derived
489436,21181,PLEASE ONE PERSON  METAL SIGN,12,2009-12-01 09:06:00,2.1,C13078,United Kingdom,False,25.2,9.1,19.11,229.32,CNY,course-fixed,Year 2009-2010,public-derived
489436,21756,BATH BUILDING BLOCK WORD,3,2009-12-01 09:06:00,5.95,C13078,United Kingdom,False,17.85,9.1,54.14,162.44,CNY,course-fixed,Year 2009-2010,public-derived
489436,21333,CLASSIC WHITE FRAME,6,2009-12-01 09:06:00,2.95,C13078,United Kingdom,False,17.7,9.1,26.84,161.07,CNY,course-fixed,Year 2009-2010,public-derived
489436,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2009-12-01 09:06:00,1.25,C13078,United Kingdom,False,10.0,9.1,11.38,91.0,CNY,course-fixed,Year 2009-2010,public-derived
489436,84596L,BISCUITS SMALL BOWL LIGHT BLUE,8,2009-12-01 09:06:00,1.25,C13078,United Kingdom,False,10.0,9.1,11.38,91.0,CNY,course-fixed,Year 2009-2010,public-derived
489436,22111,SCOTTIE DOG HOT WATER BOTTLE,24,2009-12-01 09:06:00,4.25,C13078,United Kingdom,False,102.0,9.1,38.67,928.2,CNY,course-fixed,Year 2009-2010,public-derived
489437,22143,CHRISTMAS CRAFT HEART DECORATIONS,6,2009-12-01 09:08:00,2.1,C15362,United Kingdom,False,12.6,9.1,19.11,114.66,CNY,course-fixed,Year 2009-2010,public-derived
489437,22145,CHRISTMAS CRAFT HEART STOCKING ,6,2009-12-01 09:08:00,2.1,C15362,United Kingdom,False,12.6,9.1,19.11,114.66,CNY,course-fixed,Year 2009-2010,public-derived
489437,22130,PARTY CONE CHRISTMAS DECORATION ,12,2009-12-01 09:08:00,0.85,C15362,United Kingdom,False,10.2,9.1,7.73,92.82,CNY,course-fixed,Year 2009-2010,public-derived
489437,21364,PEACE SMALL WOOD LETTERS,2,2009-12-01 09:08:00,6.75,C15362,United Kingdom,False,13.5,9.1,61.42,122.85,CNY,course-fixed,Year 2009-2010,public-derived
489437,21360,JOY LARGE WOOD LETTERS,1,2009-12-01 09:08:00,9.95,C15362,United Kingdom,False,9.95,9.1,90.54,90.54,CNY,course-fixed,Year 2009-2010,public-derived
489437,21351,CINAMMON & ORANGE WREATH,2,2009-12-01 09:08:00,6.75,C15362,United Kingdom,False,13.5,9.1,61.42,122.85,CNY,course-fixed,Year 2009-2010,public-derived
489437,21352,EUCALYPTUS & PINECONE  WREATH,2,2009-12-01 09:08:00,6.75,C15362,United Kingdom,False,13.5,9.1,61.42,122.85,CNY,course-fixed,Year 2009-2010,public-derived
489437,35400,WOODEN BOX ADVENT CALENDAR ,2,2009-12-01 09:08:00,8.95,C15362,United Kingdom,False,17.9,9.1,81.44,162.89,CNY,course-fixed,Year 2009-2010,public-derived
489437,20695,FLORAL BLUE MONSTER,3,2009-12-01 09:08:00,4.25,C15362,United Kingdom,False,12.75,9.1,38.67,116.02,CNY,course-fixed,Year 2009-2010,public-derived
489437,37370,RETRO COFFEE MUGS ASSORTED,12,2009-12-01 09:08:00,1.25,C15362,United Kingdom,False,15.0,9.1,11.38,136.5,CNY,course-fixed,Year 2009-2010,public-derived
489437,10002,INFLATABLE POLITICAL GLOBE ,12,2009-12-01 09:08:00,0.85,C15362,United Kingdom,False,10.2,9.1,7.73,92.82,CNY,course-fixed,Year 2009-2010,public-derived
489437,84507B,STRIPES DESIGN MONKEY DOLL,6,2009-12-01 09:08:00,2.55,C15362,United Kingdom,False,15.3,9.1,23.2,139.23,CNY,course-fixed,Year 2009-2010,public-derived
489437,20703,BLUE PADDED SOFT MOBILE,3,2009-12-01 09:08:00,4.25,C15362,United Kingdom,False,12.75,9.1,38.67,116.02,CNY,course-fixed,Year 2009-2010,public-derived
489437,21987,PACK OF 6 SKULL PAPER CUPS,12,2009-12-01 09:08:00,0.65,C15362,United Kingdom,False,7.8,9.1,5.92,70.98,CNY,course-fixed,Year 2009-2010,public-derived
489437,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2009-12-01 09:08:00,0.85,C15362,United Kingdom,False,10.2,9.1,7.73,92.82,CNY,course-fixed,Year 2009-2010,public-derived
489437,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2009-12-01 09:08:00,0.85,C15362,United Kingdom,False,10.2,9.1,7.73,92.82,CNY,course-fixed,Year 2009-2010,public-derived
489437,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2009-12-01 09:08:00,1.25,C15362,United Kingdom,False,15.0,9.1,11.38,136.5,CNY,course-fixed,Year 2009-2010,public-derived
489437,22271,FELTCRAFT DOLL ROSIE,6,2009-12-01 09:08:00,2.95,C15362,United Kingdom,False,17.7,9.1,26.84,161.07,CNY,course-fixed,Year 2009-2010,public-derived
489437,22272,FELTCRAFT DOLL MARIA,6,2009-12-01 09:08:00,2.95,C15362,United Kingdom,False,17.7,9.1,26.84,161.07,CNY,course-fixed,Year 2009-2010,public-derived
489437,22274,FELTCRAFT DOLL EMILY,6,2009-12-01 09:08:00,2.95,C15362,United Kingdom,False,17.7,9.1,26.84,161.07,CNY,course-fixed,Year 2009-2010,public-derived
489437,21912,VINTAGE SNAKES & LADDERS,4,2009-12-01 09:08:00,3.75,C15362,United Kingdom,False,15.0,9.1,34.12,136.5,CNY,course-fixed,Year 2009-2010,public-derived
489437,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2009-12-01 09:08:00,4.95,C15362,United Kingdom,False,14.85,9.1,45.05,135.14,CNY,course-fixed,Year 2009-2010,public-derived
489437,22112,CHOCOLATE HOT WATER BOTTLE,3,2009-12-01 09:08:00,4.95,C15362,United Kingdom,False,14.85,9.1,45.05,135.14,CNY,course-fixed,Year 2009-2010,public-derived
489438,21329,DINOSAURS  WRITING SET ,28,2009-12-01 09:24:00,0.98,C18102,United Kingdom,False,27.44,9.1,8.92,249.7,CNY,course-fixed,Year 2009-2010,public-derived
489438,21252,SET OF MEADOW  FLOWER STICKERS,30,2009-12-01 09:24:00,1.69,C18102,United Kingdom,False,50.7,9.1,15.38,461.37,CNY,course-fixed,Year 2009-2010,public-derived
489438,21100,CHARLIE AND LOLA CHARLOTTE BAG,30,2009-12-01 09:24:00,1.15,C18102,United Kingdom,False,34.5,9.1,10.46,313.95,CNY,course-fixed,Year 2009-2010,public-derived
489438,21033,JUMBO BAG CHARLIE AND LOLA TOYS,30,2009-12-01 09:24:00,2.0,C18102,United Kingdom,False,60.0,9.1,18.2,546.0,CNY,course-fixed,Year 2009-2010,public-derived
489438,20711,JUMBO BAG TOYS ,60,2009-12-01 09:24:00,1.3,C18102,United Kingdom,False,78.0,9.1,11.83,709.8,CNY,course-fixed,Year 2009-2010,public-derived
489438,21410,COUNTRY COTTAGE  DOORSTOP GREEN,32,2009-12-01 09:24:00,2.5,C18102,United Kingdom,False,80.0,9.1,22.75,728.0,CNY,course-fixed,Year 2009-2010,public-derived
489438,21411,GINGHAM HEART  DOORSTOP RED,32,2009-12-01 09:24:00,2.5,C18102,United Kingdom,False,80.0,9.1,22.75,728.0,CNY,course-fixed,Year 2009-2010,public-derived
489438,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,56,2009-12-01 09:24:00,3.0,C18102,United Kingdom,False,168.0,9.1,27.3,1528.8,CNY,course-fixed,Year 2009-2010,public-derived
489438,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,56,2009-12-01 09:24:00,3.0,C18102,United Kingdom,False,168.0,9.1,27.3,1528.8,CNY,course-fixed,Year 2009-2010,public-derived
489438,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,60,2009-12-01 09:24:00,1.9,C18102,United Kingdom,False,114.0,9.1,17.29,1037.4,CNY,course-fixed,Year 2009-2010,public-derived
489438,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,56,2009-12-01 09:24:00,1.9,C18102,United Kingdom,False,106.4,9.1,17.29,968.24,CNY,course-fixed,Year 2009-2010,public-derived
489438,84519A,TOMATO CHARLIE+LOLA COASTER SET,56,2009-12-01 09:24:00,2.15,C18102,United Kingdom,False,120.4,9.1,19.56,1095.64,CNY,course-fixed,Year 2009-2010,public-derived
489438,84519B,CARROT CHARLIE+LOLA COASTER SET,60,2009-12-01 09:24:00,2.4,C18102,United Kingdom,False,144.0,9.1,21.84,1310.4,CNY,course-fixed,Year 2009-2010,public-derived
489438,85132A,CHARLIE + LOLA BISCUITS TINS,60,2009-12-01 09:24:00,6.38,C18102,United Kingdom,False,382.8,9.1,58.06,3483.48,CNY,course-fixed,Year 2009-2010,public-derived
489438,85132C,CHARLIE AND LOLA FIGURES TINS,60,2009-12-01 09:24:00,6.4,C18102,United Kingdom,False,384.0,9.1,58.24,3494.4,CNY,course-fixed,Year 2009-2010,public-derived
489438,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,60,2009-12-01 09:24:00,2.4,C18102,United Kingdom,False,144.0,9.1,21.84,1310.4,CNY,course-fixed,Year 2009-2010,public-derived
489438,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,60,2009-12-01 09:24:00,2.4,C18102,United Kingdom,False,144.0,9.1,21.84,1310.4,CNY,course-fixed,Year 2009-2010,public-derived
489439,22065,CHRISTMAS PUDDING TRINKET POT ,12,2009-12-01 09:28:00,1.45,C12682,France,False,17.4,9.1,13.19,158.34,CNY,course-fixed,Year 2009-2010,public-derived
489439,22138,BAKING SET 9 PIECE RETROSPOT ,9,2009-12-01 09:28:00,4.95,C12682,France,False,44.55,9.1,45.05,405.41,CNY,course-fixed,Year 2009-2010,public-derived
489439,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,9,2009-12-01 09:28:00,4.95,C12682,France,False,44.55,9.1,45.05,405.41,CNY,course-fixed,Year 2009-2010,public-derived
489439,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,12,2009-12-01 09:28:00,2.55,C12682,France,False,30.6,9.1,23.2,278.46,CNY,course-fixed,Year 2009-2010,public-derived
489439,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,3,2009-12-01 09:28:00,5.95,C12682,France,False,17.85,9.1,54.14,162.44,CNY,course-fixed,Year 2009-2010,public-derived
489439,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3,2009-12-01 09:28:00,5.95,C12682,France,False,17.85,9.1,54.14,162.44,CNY,course-fixed,Year 2009-2010,public-derived
489439,16161P,WRAP ENGLISH ROSE ,25,2009-12-01 09:28:00,0.42,C12682,France,False,10.5,9.1,3.82,95.55,CNY,course-fixed,Year 2009-2010,public-derived
489439,16169N,WRAP BLUE RUSSIAN FOLKART,25,2009-12-01 09:28:00,0.42,C12682,France,False,10.5,9.1,3.82,95.55,CNY,course-fixed,Year 2009-2010,public-derived
489439,21491,SET OF THREE VINTAGE GIFT WRAPS,6,2009-12-01 09:28:00,1.95,C12682,France,False,11.7,9.1,17.74,106.47,CNY,course-fixed,Year 2009-2010,public-derived
489439,22333,RETRO SPORT PARTY BAG + STICKER SET,8,2009-12-01 09:28:00,1.65,C12682,France,False,13.2,9.1,15.01,120.12,CNY,course-fixed,Year 2009-2010,public-derived
489439,85216,ASSORTED CAKES FRIDGE MAGNETS,12,2009-12-01 09:28:00,0.65,C12682,France,False,7.8,9.1,5.92,70.98,CNY,course-fixed,Year 2009-2010,public-derived
489439,21493, VINTAGE DESIGN GIFT TAGS,12,2009-12-01 09:28:00,0.85,C12682,France,False,10.2,9.1,7.73,92.82,CNY,course-fixed,Year 2009-2010,public-derived
489439,22130,PARTY CONE CHRISTMAS DECORATION ,24,2009-12-01 09:28:00,0.85,C12682,France,False,20.4,9.1,7.73,185.64,CNY,course-fixed,Year 2009-2010,public-derived
489439,22064,PINK DOUGHNUT TRINKET POT ,12,2009-12-01 09:28:00,1.65,C12682,France,False,19.8,9.1,15.01,180.18,CNY,course-fixed,Year 2009-2010,public-derived
489439,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2009-12-01 09:28:00,1.65,C12682,France,False,39.6,9.1,15.01,360.36,CNY,course-fixed,Year 2009-2010,public-derived
489439,85232B,SET/3 RUSSIAN DOLL STACKING TINS,6,2009-12-01 09:28:00,4.95,C12682,France,False,29.7,9.1,45.05,270.27,CNY,course-fixed,Year 2009-2010,public-derived
489439,84691,PACK 20 DOLLY PEGS,12,2009-12-01 09:28:00,0.85,C12682,France,False,10.2,9.1,7.73,92.82,CNY,course-fixed,Year 2009-2010,public-derived
489439,20749,ASSORTED COLOUR MINI CASES,2,2009-12-01 09:28:00,7.95,C12682,France,False,15.9,9.1,72.34,144.69,CNY,course-fixed,Year 2009-2010,public-derived
489439,POST,POSTAGE,3,2009-12-01 09:28:00,18.0,C12682,France,False,54.0,9.1,163.8,491.4,CNY,course-fixed,Year 2009-2010,public-derived
489440,22350,CAT BOWL ,8,2009-12-01 09:43:00,2.55,C18087,United Kingdom,False,20.4,9.1,23.2,185.64,CNY,course-fixed,Year 2009-2010,public-derived
489440,22349,"DOG BOWL , CHASING BALL DESIGN",8,2009-12-01 09:43:00,3.75,C18087,United Kingdom,False,30.0,9.1,34.12,273.0,CNY,course-fixed,Year 2009-2010,public-derived
489441,22321,BIRD DECORATION RED SPOT,12,2009-12-01 09:44:00,0.72,C18087,United Kingdom,False,8.64,9.1,6.55,78.62,CNY,course-fixed,Year 2009-2010,public-derived
489441,22138,BAKING SET 9 PIECE RETROSPOT ,6,2009-12-01 09:44:00,4.25,C18087,United Kingdom,False,25.5,9.1,38.67,232.05,CNY,course-fixed,Year 2009-2010,public-derived
489441,84029E,RED WOOLLY HOTTIE WHITE HEART.,36,2009-12-01 09:44:00,2.95,C18087,United Kingdom,False,106.2,9.1,26.84,966.42,CNY,course-fixed,Year 2009-2010,public-derived
489441,22111,SCOTTIE DOG HOT WATER BOTTLE,48,2009-12-01 09:44:00,4.25,C18087,United Kingdom,False,204.0,9.1,38.67,1856.4,CNY,course-fixed,Year 2009-2010,public-derived
489442,21955,UNION JACK GUNS & ROSES  DOORMAT,2,2009-12-01 09:46:00,6.75,C13635,United Kingdom,False,13.5,9.1,61.42,122.85,CNY,course-fixed,Year 2009-2010,public-derived
489442,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2009-12-01 09:46:00,4.95,C13635,United Kingdom,False,14.85,9.1,45.05,135.14,CNY,course-fixed,Year 2009-2010,public-derived
489442,22296,HEART IVORY TRELLIS LARGE,12,2009-12-01 09:46:00,1.65,C13635,United Kingdom,False,19.8,9.1,15.01,180.18,CNY,course-fixed,Year 2009-2010,public-derived
489442,84899E,YELLOW + BROWN BEAR FELT PURSE KIT,12,2009-12-01 09:46:00,1.25,C13635,United Kingdom,False,15.0,9.1,11.38,136.5,CNY,course-fixed,Year 2009-2010,public-derived
489442,22271,FELTCRAFT DOLL ROSIE,6,2009-12-01 09:46:00,2.95,C13635,United Kingdom,False,17.7,9.1,26.84,161.07,CNY,course-fixed,Year 2009-2010,public-derived
489442,22272,FELTCRAFT DOLL MARIA,6,2009-12-01 09:46:00,2.95,C13635,United Kingdom,False,17.7,9.1,26.84,161.07,CNY,course-fixed,Year 2009-2010,public-derived
489442,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2009-12-01 09:46:00,2.95,C13635,United Kingdom,False,17.7,9.1,26.84,161.07,CNY,course-fixed,Year 2009-2010,public-derived
489442,21582,KINGS CHOICE SMALL TUBE MATCHES,20,2009-12-01 09:46:00,1.65,C13635,United Kingdom,False,33.0,9.1,15.01,300.3,CNY,course-fixed,Year 2009-2010,public-derived
489442,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2009-12-01 09:46:00,2.55,C13635,United Kingdom,False,30.6,9.1,23.2,278.46,CNY,course-fixed,Year 2009-2010,public-derived
489442,21590,KINGS CHOICE CIGAR BOX MATCHES ,48,2009-12-01 09:46:00,1.25,C13635,United Kingdom,False,60.0,9.1,11.38,546.0,CNY,course-fixed,Year 2009-2010,public-derived
489442,22091,EMPIRE TISSUE BOX,12,2009-12-01 09:46:00,1.25,C13635,United Kingdom,False,15.0,9.1,11.38,136.5,CNY,course-fixed,Year 2009-2010,public-derived
489442,84251J,"GREETING CARD, THE BLACK CAT",12,2009-12-01 09:46:00,0.42,C13635,United Kingdom,False,5.04,9.1,3.82,45.86,CNY,course-fixed,Year 2009-2010,public-derived
489442,22024,RAINY LADIES BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,C13635,United Kingdom,False,5.04,9.1,3.82,45.86,CNY,course-fixed,Year 2009-2010,public-derived
489442,22026,BANQUET BIRTHDAY  CARD  ,12,2009-12-01 09:46:00,0.42,C13635,United Kingdom,False,5.04,9.1,3.82,45.86,CNY,course-fixed,Year 2009-2010,public-derived
489442,22029,SPACE BOY BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,C13635,United Kingdom,False,5.04,9.1,3.82,45.86,CNY,course-fixed,Year 2009-2010,public-derived
489442,22025,RING OF ROSES BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,C13635,United Kingdom,False,5.04,9.1,3.82,45.86,CNY,course-fixed,Year 2009-2010,public-derived
489442,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,C13635,United Kingdom,False,5.04,9.1,3.82,45.86,CNY,course-fixed,Year 2009-2010,public-derived
489442,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,2009-12-01 09:46:00,4.25,C13635,United Kingdom,False,17.0,9.1,38.67,154.7,CNY,course-fixed,Year 2009-2010,public-derived
489442,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2009-12-01 09:46:00,3.75,C13635,United Kingdom,False,15.0,9.1,34.12,136.5,CNY,course-fixed,Year 2009-2010,public-derived
489442,21916,SET 12 RETRO WHITE CHALK STICKS,24,2009-12-01 09:46:00,0.42,C13635,United Kingdom,False,10.08,9.1,3.82,91.73,CNY,course-fixed,Year 2009-2010,public-derived
489442,21790,VINTAGE SNAP CARDS,12,2009-12-01 09:46:00,0.85,C13635,United Kingdom,False,10.2,9.1,7.73,92.82,CNY,course-fixed,Year 2009-2010,public-derived
489442,21888,BINGO SET,8,2009-12-01 09:46:00,3.75,C13635,United Kingdom,False,30.0,9.1,34.12,273.0,CNY,course-fixed,Year 2009-2010,public-derived
489442,85178,VICTORIAN SEWING KIT,12,2009-12-01 09:46:00,1.25,C13635,United Kingdom,False,15.0,9.1,11.38,136.5,CNY,course-fixed,Year 2009-2010,public-derived
489443,20754,RETRO RED SPOTTY WASHING UP GLOVES,6,2009-12-01 09:50:00,2.1,C14110,United Kingdom,False,12.6,9.1,19.11,114.66,CNY,course-fixed,Year 2009-2010,public-derived
489443,21035,SET/2 RED SPOTTY TEA TOWELS ,12,2009-12-01 09:50:00,2.95,C14110,United Kingdom,False,35.4,9.1,26.84,322.14,CNY,course-fixed,Year 2009-2010,public-derived
489443,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2009-12-01 09:50:00,2.1,C14110,United Kingdom,False,100.8,9.1,19.11,917.28,CNY,course-fixed,Year 2009-2010,public-derived
489443,82001S,VINYL RECORD FRAME SILVER,24,2009-12-01 09:50:00,3.39,C14110,United Kingdom,False,81.36,9.1,30.85,740.38,CNY,course-fixed,Year 2009-2010,public-derived
489443,82580,BATHROOM METAL SIGN,12,2009-12-01 09:50:00,0.55,C14110,United Kingdom,False,6.6,9.1,5.0,60.06,CNY,course-fixed,Year 2009-2010,public-derived
489443,85150,LADIES & GENTLEMEN METAL SIGN,12,2009-12-01 09:50:00,2.55,C14110,United Kingdom,False,30.6,9.1,23.2,278.46,CNY,course-fixed,Year 2009-2010,public-derived
489443,21041,RED SPOTTY OVEN GLOVE DOUBLE,6,2009-12-01 09:50:00,2.95,C14110,United Kingdom,False,17.7,9.1,26.84,161.07,CNY,course-fixed,Year 2009-2010,public-derived
489444,POST,POSTAGE,1,2009-12-01 09:55:00,141.0,C12636,USA,False,141.0,9.1,1283.1,1283.1,CNY,course-fixed,Year 2009-2010,public-derived
489445,35916C,PINK FELT HANGING HEART W FLOWER,12,2009-12-01 09:57:00,0.85,C17519,United Kingdom,False,10.2,9.1,7.73,92.82,CNY,course-fixed,Year 2009-2010,public-derived
489445,35916B,BLUE FELT HANGING HEART W FLOWER,12,2009-12-01 09:57:00,0.85,C17519,United Kingdom,False,10.2,9.1,7.73,92.82,CNY,course-fixed,Year 2009-2010,public-derived
489445,22321,BIRD DECORATION RED SPOT,24,2009-12-01 09:57:00,0.85,C17519,United Kingdom,False,20.4,9.1,7.73,185.64,CNY,course-fixed,Year 2009-2010,public-derived
489445,22130,PARTY CONE CHRISTMAS DECORATION ,12,2009-12-01 09:57:00,0.85,C17519,United Kingdom,False,10.2,9.1,7.73,92.82,CNY,course-fixed,Year 2009-2010,public-derived
489445,22180,RETRO SPOT LAMP,2,2009-12-01 09:57:00,9.95,C17519,United Kingdom,False,19.9,9.1,90.54,181.09,CNY,course-fixed,Year 2009-2010,public-derived
489445,22128,PARTY CONES CANDY ASSORTED,12,2009-12-01 09:57:00,1.25,C17519,United Kingdom,False,15.0,9.1,11.38,136.5,CNY,course-fixed,Year 2009-2010,public-derived
489445,22163,HEART STRING MEMO HOLDER HANGING,6,2009-12-01 09:57:00,2.95,C17519,United Kingdom,False,17.7,9.1,26.84,161.07,CNY,course-fixed,Year 2009-2010,public-derived
489445,35951,FOLKART BAUBLE CHRISTMAS DECORATION,48,2009-12-01 09:57:00,0.38,C17519,United Kingdom,False,18.24,9.1,3.46,165.98,CNY,course-fixed,Year 2009-2010,public-derived
489445,22253,6 CROCHET STRAWBERRIES,12,2009-12-01 09:57:00,1.25,C17519,United Kingdom,False,15.0,9.1,11.38,136.5,CNY,course-fixed,Year 2009-2010,public-derived
489445,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2009-12-01 09:57:00,1.45,C17519,United Kingdom,False,17.4,9.1,13.19,158.34,CNY,course-fixed,Year 2009-2010,public-derived
489445,22219,LOVEBIRD HANGING DECORATION WHITE ,24,2009-12-01 09:57:00,0.85,C17519,United Kingdom,False,20.4,9.1,7.73,185.64,CNY,course-fixed,Year 2009-2010,public-derived
489445,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2009-12-01 09:57:00,2.55,C17519,United Kingdom,False,15.3,9.1,23.2,139.23,CNY,course-fixed,Year 2009-2010,public-derived
489445,22138,BAKING SET 9 PIECE RETROSPOT ,3,2009-12-01 09:57:00,4.95,C17519,United Kingdom,False,14.85,9.1,45.05,135.14,CNY,course-fixed,Year 2009-2010,public-derived
