source_row_index,timestamp,TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Motor_current,COMP,DV_eletric,Towers,MPG,LPS,Pressure_switch,Oil_level,Caudal_impulses,known_failure_window,source_id,maintenance_action_allowed,data_nature
5605450,2020-04-17 17:14:11,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605460,2020-04-17 17:14:23,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605470,2020-04-17 17:14:34,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605480,2020-04-17 17:14:46,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605490,2020-04-17 17:14:58,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5605500,2020-04-17 17:15:11,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605510,2020-04-17 17:15:23,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605520,2020-04-17 17:15:35,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605530,2020-04-17 17:15:47,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605540,2020-04-17 17:15:59,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5605550,2020-04-17 17:16:12,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605560,2020-04-17 17:16:23,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605570,2020-04-17 17:16:35,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605580,2020-04-17 17:16:47,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605590,2020-04-17 17:16:59,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5605600,2020-04-17 17:17:12,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605610,2020-04-17 17:17:24,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605620,2020-04-17 17:17:36,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605630,2020-04-17 17:17:48,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605640,2020-04-17 17:18:00,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605650,2020-04-17 17:18:11,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5605660,2020-04-17 17:18:24,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605670,2020-04-17 17:18:36,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605680,2020-04-17 17:18:48,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605690,2020-04-17 17:19:00,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605700,2020-04-17 17:19:12,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605710,2020-04-17 17:19:24,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5605720,2020-04-17 17:19:36,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605730,2020-04-17 17:19:49,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605740,2020-04-17 17:20:00,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605750,2020-04-17 17:20:12,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605760,2020-04-17 17:20:24,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5605770,2020-04-17 17:20:37,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605780,2020-04-17 17:20:49,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605790,2020-04-17 17:21:01,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605800,2020-04-17 17:21:13,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605810,2020-04-17 17:21:25,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605820,2020-04-17 17:21:37,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5605830,2020-04-17 17:21:48,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5605840,2020-04-17 17:22:01,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605850,2020-04-17 17:22:13,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605860,2020-04-17 17:22:25,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605870,2020-04-17 17:22:37,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605880,2020-04-17 17:22:49,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5605890,2020-04-17 17:23:02,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605900,2020-04-17 17:23:14,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605910,2020-04-17 17:23:26,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605920,2020-04-17 17:23:37,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605930,2020-04-17 17:23:49,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605940,2020-04-17 17:24:01,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605950,2020-04-17 17:24:13,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5605960,2020-04-17 17:24:26,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605970,2020-04-17 17:24:38,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605980,2020-04-17 17:24:50,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5605990,2020-04-17 17:25:02,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606000,2020-04-17 17:25:14,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5606010,2020-04-17 17:25:25,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5606020,2020-04-17 17:25:37,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5606030,2020-04-17 17:25:50,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606040,2020-04-17 17:26:02,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606050,2020-04-17 17:26:14,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606060,2020-04-17 17:26:26,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606070,2020-04-17 17:26:38,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606080,2020-04-17 17:26:50,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5606090,2020-04-17 17:27:03,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606100,2020-04-17 17:27:15,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606110,2020-04-17 17:27:26,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606120,2020-04-17 17:27:38,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606130,2020-04-17 17:27:50,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606140,2020-04-17 17:28:02,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5606150,2020-04-17 17:28:15,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606160,2020-04-17 17:28:27,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606170,2020-04-17 17:28:39,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606180,2020-04-17 17:28:51,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606190,2020-04-17 17:29:03,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606200,2020-04-17 17:29:14,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5606210,2020-04-17 17:29:27,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606220,2020-04-17 17:29:39,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606230,2020-04-17 17:29:51,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606240,2020-04-17 17:30:03,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606250,2020-04-17 17:30:15,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606260,2020-04-17 17:30:27,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5606270,2020-04-17 17:30:40,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606280,2020-04-17 17:30:52,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606290,2020-04-17 17:31:03,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606300,2020-04-17 17:31:15,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606310,2020-04-17 17:31:27,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606320,2020-04-17 17:31:39,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5606330,2020-04-17 17:31:51,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5606340,2020-04-17 17:32:03,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,DATA-09,False,public-derived-contiguous-slice
5606350,2020-04-17 17:32:16,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606360,2020-04-17 17:32:28,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606370,2020-04-17 17:32:40,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606380,2020-04-17 17:32:51,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606390,2020-04-17 17:33:03,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
5606400,2020-04-17 17:33:15,-0.0180000000000006,8.248,8.238,-0.0240000000000009,8.248,49.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,False,DATA-09,False,public-derived-contiguous-slice
